,cell_type_adjusted,sample,0,dataset
53,stromal dividing,Chen_Zhang_2020_NSCLC-1,0,Chen_Zhang_2020
54,0,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
55,1,Chen_Zhang_2020_NSCLC-2,24,Chen_Zhang_2020
56,10,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
57,11,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
58,12,Chen_Zhang_2020_NSCLC-2,59,Chen_Zhang_2020
59,13,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
60,14,Chen_Zhang_2020_NSCLC-2,2,Chen_Zhang_2020
61,15,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
62,16,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
63,2,Chen_Zhang_2020_NSCLC-2,2,Chen_Zhang_2020
64,3,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
65,4,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
66,5,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
67,6,Chen_Zhang_2020_NSCLC-2,6,Chen_Zhang_2020
68,7,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
69,8,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
70,9,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
71,B cell,Chen_Zhang_2020_NSCLC-2,552,Chen_Zhang_2020
72,B cell dividing,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
73,DC mature,Chen_Zhang_2020_NSCLC-2,4,Chen_Zhang_2020
74,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
75,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
76,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-2,6,Chen_Zhang_2020
77,Endothelial cell venous,Chen_Zhang_2020_NSCLC-2,50,Chen_Zhang_2020
78,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-2,39,Chen_Zhang_2020
79,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-2,141,Chen_Zhang_2020
80,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-2,27,Chen_Zhang_2020
81,Macrophage,Chen_Zhang_2020_NSCLC-2,358,Chen_Zhang_2020
82,Macrophage alveolar,Chen_Zhang_2020_NSCLC-2,14,Chen_Zhang_2020
83,Mast cell,Chen_Zhang_2020_NSCLC-2,78,Chen_Zhang_2020
84,Mesothelial,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
85,Monocyte classical,Chen_Zhang_2020_NSCLC-2,23,Chen_Zhang_2020
86,Monocyte non-classical,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
87,NK cell,Chen_Zhang_2020_NSCLC-2,46,Chen_Zhang_2020
88,NK cell dividing,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
89,Neutrophils,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
90,Pericyte,Chen_Zhang_2020_NSCLC-2,17,Chen_Zhang_2020
91,Plasma cell,Chen_Zhang_2020_NSCLC-2,134,Chen_Zhang_2020
92,Plasma cell dividing,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
93,Smooth muscle cell,Chen_Zhang_2020_NSCLC-2,18,Chen_Zhang_2020
94,T cell CD4,Chen_Zhang_2020_NSCLC-2,1375,Chen_Zhang_2020
95,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-2,4,Chen_Zhang_2020
96,T cell CD8 activated,Chen_Zhang_2020_NSCLC-2,96,Chen_Zhang_2020
97,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-2,2,Chen_Zhang_2020
98,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-2,389,Chen_Zhang_2020
99,T cell CD8 naive,Chen_Zhang_2020_NSCLC-2,105,Chen_Zhang_2020
100,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-2,9,Chen_Zhang_2020
101,T cell NK-like,Chen_Zhang_2020_NSCLC-2,15,Chen_Zhang_2020
102,T cell regulatory,Chen_Zhang_2020_NSCLC-2,219,Chen_Zhang_2020
103,cDC1,Chen_Zhang_2020_NSCLC-2,12,Chen_Zhang_2020
104,cDC2,Chen_Zhang_2020_NSCLC-2,45,Chen_Zhang_2020
105,myeloid dividing,Chen_Zhang_2020_NSCLC-2,3,Chen_Zhang_2020
106,pDC,Chen_Zhang_2020_NSCLC-2,7,Chen_Zhang_2020
107,stromal dividing,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
108,0,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
109,1,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
110,10,Chen_Zhang_2020_NSCLC-3,5,Chen_Zhang_2020
111,11,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
112,12,Chen_Zhang_2020_NSCLC-3,19,Chen_Zhang_2020
113,13,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
114,14,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
115,15,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
116,16,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
117,2,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
118,3,Chen_Zhang_2020_NSCLC-3,3,Chen_Zhang_2020
119,4,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
120,5,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
121,6,Chen_Zhang_2020_NSCLC-3,3,Chen_Zhang_2020
122,7,Chen_Zhang_2020_NSCLC-3,4,Chen_Zhang_2020
123,8,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
124,9,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
125,B cell,Chen_Zhang_2020_NSCLC-3,774,Chen_Zhang_2020
126,B cell dividing,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
127,DC mature,Chen_Zhang_2020_NSCLC-3,5,Chen_Zhang_2020
128,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
129,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
130,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
131,Endothelial cell venous,Chen_Zhang_2020_NSCLC-3,29,Chen_Zhang_2020
132,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-3,18,Chen_Zhang_2020
133,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-3,13,Chen_Zhang_2020
134,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-3,14,Chen_Zhang_2020
135,Macrophage,Chen_Zhang_2020_NSCLC-3,71,Chen_Zhang_2020
136,Macrophage alveolar,Chen_Zhang_2020_NSCLC-3,7,Chen_Zhang_2020
137,Mast cell,Chen_Zhang_2020_NSCLC-3,47,Chen_Zhang_2020
138,Mesothelial,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
139,Monocyte classical,Chen_Zhang_2020_NSCLC-3,35,Chen_Zhang_2020
140,Monocyte non-classical,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
141,NK cell,Chen_Zhang_2020_NSCLC-3,70,Chen_Zhang_2020
142,NK cell dividing,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
143,Neutrophils,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
144,Pericyte,Chen_Zhang_2020_NSCLC-3,5,Chen_Zhang_2020
145,Plasma cell,Chen_Zhang_2020_NSCLC-3,514,Chen_Zhang_2020
146,Plasma cell dividing,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
147,Smooth muscle cell,Chen_Zhang_2020_NSCLC-3,5,Chen_Zhang_2020
148,T cell CD4,Chen_Zhang_2020_NSCLC-3,4352,Chen_Zhang_2020
149,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-3,12,Chen_Zhang_2020
150,T cell CD8 activated,Chen_Zhang_2020_NSCLC-3,46,Chen_Zhang_2020
151,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
152,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-3,254,Chen_Zhang_2020
153,T cell CD8 naive,Chen_Zhang_2020_NSCLC-3,17,Chen_Zhang_2020
154,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-3,69,Chen_Zhang_2020
155,T cell NK-like,Chen_Zhang_2020_NSCLC-3,3,Chen_Zhang_2020
156,T cell regulatory,Chen_Zhang_2020_NSCLC-3,720,Chen_Zhang_2020
157,cDC1,Chen_Zhang_2020_NSCLC-3,15,Chen_Zhang_2020
158,cDC2,Chen_Zhang_2020_NSCLC-3,25,Chen_Zhang_2020
159,myeloid dividing,Chen_Zhang_2020_NSCLC-3,2,Chen_Zhang_2020
160,pDC,Chen_Zhang_2020_NSCLC-3,35,Chen_Zhang_2020
161,stromal dividing,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
162,0,Chen_Zhang_2020_NSCLC-6,0,Chen_Zhang_2020
163,1,Chen_Zhang_2020_NSCLC-6,257,Chen_Zhang_2020
164,10,Chen_Zhang_2020_NSCLC-6,37,Chen_Zhang_2020
165,11,Chen_Zhang_2020_NSCLC-6,1,Chen_Zhang_2020
166,12,Chen_Zhang_2020_NSCLC-6,18,Chen_Zhang_2020
167,13,Chen_Zhang_2020_NSCLC-6,1,Chen_Zhang_2020
168,14,Chen_Zhang_2020_NSCLC-6,53,Chen_Zhang_2020
169,15,Chen_Zhang_2020_NSCLC-6,6,Chen_Zhang_2020
170,16,Chen_Zhang_2020_NSCLC-6,12,Chen_Zhang_2020
171,2,Chen_Zhang_2020_NSCLC-6,3,Chen_Zhang_2020
172,3,Chen_Zhang_2020_NSCLC-6,10,Chen_Zhang_2020
173,4,Chen_Zhang_2020_NSCLC-6,1,Chen_Zhang_2020
174,5,Chen_Zhang_2020_NSCLC-6,11,Chen_Zhang_2020
175,6,Chen_Zhang_2020_NSCLC-6,84,Chen_Zhang_2020
176,7,Chen_Zhang_2020_NSCLC-6,22,Chen_Zhang_2020
177,8,Chen_Zhang_2020_NSCLC-6,0,Chen_Zhang_2020
178,9,Chen_Zhang_2020_NSCLC-6,6,Chen_Zhang_2020
179,B cell,Chen_Zhang_2020_NSCLC-6,119,Chen_Zhang_2020
180,B cell dividing,Chen_Zhang_2020_NSCLC-6,0,Chen_Zhang_2020
181,DC mature,Chen_Zhang_2020_NSCLC-6,9,Chen_Zhang_2020
182,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-6,4,Chen_Zhang_2020
183,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-6,63,Chen_Zhang_2020
184,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-6,7,Chen_Zhang_2020
185,Endothelial cell venous,Chen_Zhang_2020_NSCLC-6,125,Chen_Zhang_2020
186,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-6,5,Chen_Zhang_2020
187,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-6,12,Chen_Zhang_2020
188,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-6,21,Chen_Zhang_2020
189,Macrophage,Chen_Zhang_2020_NSCLC-6,2487,Chen_Zhang_2020
190,Macrophage alveolar,Chen_Zhang_2020_NSCLC-6,2488,Chen_Zhang_2020
191,Mast cell,Chen_Zhang_2020_NSCLC-6,201,Chen_Zhang_2020
192,Mesothelial,Chen_Zhang_2020_NSCLC-6,5,Chen_Zhang_2020
193,Monocyte classical,Chen_Zhang_2020_NSCLC-6,731,Chen_Zhang_2020
194,Monocyte non-classical,Chen_Zhang_2020_NSCLC-6,13,Chen_Zhang_2020
195,NK cell,Chen_Zhang_2020_NSCLC-6,462,Chen_Zhang_2020
196,NK cell dividing,Chen_Zhang_2020_NSCLC-6,1,Chen_Zhang_2020
197,Neutrophils,Chen_Zhang_2020_NSCLC-6,2,Chen_Zhang_2020
198,Pericyte,Chen_Zhang_2020_NSCLC-6,15,Chen_Zhang_2020
199,Plasma cell,Chen_Zhang_2020_NSCLC-6,460,Chen_Zhang_2020
200,Plasma cell dividing,Chen_Zhang_2020_NSCLC-6,13,Chen_Zhang_2020
201,Smooth muscle cell,Chen_Zhang_2020_NSCLC-6,2,Chen_Zhang_2020
202,T cell CD4,Chen_Zhang_2020_NSCLC-6,634,Chen_Zhang_2020
203,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-6,13,Chen_Zhang_2020
204,T cell CD8 activated,Chen_Zhang_2020_NSCLC-6,132,Chen_Zhang_2020
205,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-6,9,Chen_Zhang_2020
206,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-6,754,Chen_Zhang_2020
207,T cell CD8 naive,Chen_Zhang_2020_NSCLC-6,9,Chen_Zhang_2020
208,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-6,199,Chen_Zhang_2020
209,T cell NK-like,Chen_Zhang_2020_NSCLC-6,36,Chen_Zhang_2020
210,T cell regulatory,Chen_Zhang_2020_NSCLC-6,285,Chen_Zhang_2020
211,cDC1,Chen_Zhang_2020_NSCLC-6,29,Chen_Zhang_2020
212,cDC2,Chen_Zhang_2020_NSCLC-6,596,Chen_Zhang_2020
213,myeloid dividing,Chen_Zhang_2020_NSCLC-6,135,Chen_Zhang_2020
214,pDC,Chen_Zhang_2020_NSCLC-6,9,Chen_Zhang_2020
215,stromal dividing,Chen_Zhang_2020_NSCLC-6,0,Chen_Zhang_2020
216,0,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
217,1,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
218,10,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
219,11,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
220,12,Chen_Zhang_2020_NSCLC-7,1,Chen_Zhang_2020
221,13,Chen_Zhang_2020_NSCLC-7,3,Chen_Zhang_2020
222,14,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
223,15,Chen_Zhang_2020_NSCLC-7,2,Chen_Zhang_2020
224,16,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
225,2,Chen_Zhang_2020_NSCLC-7,273,Chen_Zhang_2020
226,3,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
227,4,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
228,5,Chen_Zhang_2020_NSCLC-7,5,Chen_Zhang_2020
229,6,Chen_Zhang_2020_NSCLC-7,3,Chen_Zhang_2020
230,7,Chen_Zhang_2020_NSCLC-7,1,Chen_Zhang_2020
231,8,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
232,9,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
233,B cell,Chen_Zhang_2020_NSCLC-7,1841,Chen_Zhang_2020
234,B cell dividing,Chen_Zhang_2020_NSCLC-7,4,Chen_Zhang_2020
235,DC mature,Chen_Zhang_2020_NSCLC-7,6,Chen_Zhang_2020
236,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
237,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-7,1,Chen_Zhang_2020
238,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-7,15,Chen_Zhang_2020
239,Endothelial cell venous,Chen_Zhang_2020_NSCLC-7,34,Chen_Zhang_2020
240,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-7,5,Chen_Zhang_2020
241,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
242,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-7,98,Chen_Zhang_2020
243,Macrophage,Chen_Zhang_2020_NSCLC-7,2471,Chen_Zhang_2020
244,Macrophage alveolar,Chen_Zhang_2020_NSCLC-7,284,Chen_Zhang_2020
245,Mast cell,Chen_Zhang_2020_NSCLC-7,3,Chen_Zhang_2020
246,Mesothelial,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
247,Monocyte classical,Chen_Zhang_2020_NSCLC-7,990,Chen_Zhang_2020
248,Monocyte non-classical,Chen_Zhang_2020_NSCLC-7,14,Chen_Zhang_2020
249,NK cell,Chen_Zhang_2020_NSCLC-7,335,Chen_Zhang_2020
250,NK cell dividing,Chen_Zhang_2020_NSCLC-7,13,Chen_Zhang_2020
251,Neutrophils,Chen_Zhang_2020_NSCLC-7,433,Chen_Zhang_2020
252,Pericyte,Chen_Zhang_2020_NSCLC-7,20,Chen_Zhang_2020
253,Plasma cell,Chen_Zhang_2020_NSCLC-7,13,Chen_Zhang_2020
254,Plasma cell dividing,Chen_Zhang_2020_NSCLC-7,3,Chen_Zhang_2020
255,Smooth muscle cell,Chen_Zhang_2020_NSCLC-7,2,Chen_Zhang_2020
256,T cell CD4,Chen_Zhang_2020_NSCLC-7,1832,Chen_Zhang_2020
257,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-7,15,Chen_Zhang_2020
258,T cell CD8 activated,Chen_Zhang_2020_NSCLC-7,34,Chen_Zhang_2020
259,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-7,24,Chen_Zhang_2020
260,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-7,240,Chen_Zhang_2020
261,T cell CD8 naive,Chen_Zhang_2020_NSCLC-7,64,Chen_Zhang_2020
262,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-7,28,Chen_Zhang_2020
263,T cell NK-like,Chen_Zhang_2020_NSCLC-7,66,Chen_Zhang_2020
264,T cell regulatory,Chen_Zhang_2020_NSCLC-7,82,Chen_Zhang_2020
265,cDC1,Chen_Zhang_2020_NSCLC-7,12,Chen_Zhang_2020
266,cDC2,Chen_Zhang_2020_NSCLC-7,78,Chen_Zhang_2020
267,myeloid dividing,Chen_Zhang_2020_NSCLC-7,7,Chen_Zhang_2020
268,pDC,Chen_Zhang_2020_NSCLC-7,21,Chen_Zhang_2020
269,stromal dividing,Chen_Zhang_2020_NSCLC-7,4,Chen_Zhang_2020
270,0,Chen_Zhang_2020_NSCLC-11,4,Chen_Zhang_2020
271,1,Chen_Zhang_2020_NSCLC-11,18,Chen_Zhang_2020
272,10,Chen_Zhang_2020_NSCLC-11,23,Chen_Zhang_2020
273,11,Chen_Zhang_2020_NSCLC-11,10,Chen_Zhang_2020
274,12,Chen_Zhang_2020_NSCLC-11,65,Chen_Zhang_2020
275,13,Chen_Zhang_2020_NSCLC-11,63,Chen_Zhang_2020
276,14,Chen_Zhang_2020_NSCLC-11,3,Chen_Zhang_2020
277,15,Chen_Zhang_2020_NSCLC-11,52,Chen_Zhang_2020
278,16,Chen_Zhang_2020_NSCLC-11,5,Chen_Zhang_2020
279,2,Chen_Zhang_2020_NSCLC-11,34,Chen_Zhang_2020
280,3,Chen_Zhang_2020_NSCLC-11,9,Chen_Zhang_2020
281,4,Chen_Zhang_2020_NSCLC-11,2,Chen_Zhang_2020
282,5,Chen_Zhang_2020_NSCLC-11,26,Chen_Zhang_2020
283,6,Chen_Zhang_2020_NSCLC-11,52,Chen_Zhang_2020
284,7,Chen_Zhang_2020_NSCLC-11,3,Chen_Zhang_2020
285,8,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
286,9,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
287,B cell,Chen_Zhang_2020_NSCLC-11,246,Chen_Zhang_2020
288,B cell dividing,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
289,DC mature,Chen_Zhang_2020_NSCLC-11,7,Chen_Zhang_2020
290,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
291,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-11,1,Chen_Zhang_2020
292,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-11,4,Chen_Zhang_2020
293,Endothelial cell venous,Chen_Zhang_2020_NSCLC-11,150,Chen_Zhang_2020
294,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-11,2,Chen_Zhang_2020
295,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-11,13,Chen_Zhang_2020
296,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-11,69,Chen_Zhang_2020
297,Macrophage,Chen_Zhang_2020_NSCLC-11,131,Chen_Zhang_2020
298,Macrophage alveolar,Chen_Zhang_2020_NSCLC-11,3204,Chen_Zhang_2020
299,Mast cell,Chen_Zhang_2020_NSCLC-11,780,Chen_Zhang_2020
300,Mesothelial,Chen_Zhang_2020_NSCLC-11,1,Chen_Zhang_2020
301,Monocyte classical,Chen_Zhang_2020_NSCLC-11,356,Chen_Zhang_2020
302,Monocyte non-classical,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
303,NK cell,Chen_Zhang_2020_NSCLC-11,229,Chen_Zhang_2020
304,NK cell dividing,Chen_Zhang_2020_NSCLC-11,2,Chen_Zhang_2020
305,Neutrophils,Chen_Zhang_2020_NSCLC-11,346,Chen_Zhang_2020
306,Pericyte,Chen_Zhang_2020_NSCLC-11,21,Chen_Zhang_2020
307,Plasma cell,Chen_Zhang_2020_NSCLC-11,4624,Chen_Zhang_2020
308,Plasma cell dividing,Chen_Zhang_2020_NSCLC-11,8,Chen_Zhang_2020
309,Smooth muscle cell,Chen_Zhang_2020_NSCLC-11,2,Chen_Zhang_2020
310,T cell CD4,Chen_Zhang_2020_NSCLC-11,685,Chen_Zhang_2020
311,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-11,62,Chen_Zhang_2020
312,T cell CD8 activated,Chen_Zhang_2020_NSCLC-11,64,Chen_Zhang_2020
313,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-11,33,Chen_Zhang_2020
314,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-11,391,Chen_Zhang_2020
315,T cell CD8 naive,Chen_Zhang_2020_NSCLC-11,29,Chen_Zhang_2020
316,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-11,140,Chen_Zhang_2020
317,T cell NK-like,Chen_Zhang_2020_NSCLC-11,54,Chen_Zhang_2020
318,T cell regulatory,Chen_Zhang_2020_NSCLC-11,384,Chen_Zhang_2020
319,cDC1,Chen_Zhang_2020_NSCLC-11,3,Chen_Zhang_2020
320,cDC2,Chen_Zhang_2020_NSCLC-11,40,Chen_Zhang_2020
321,myeloid dividing,Chen_Zhang_2020_NSCLC-11,7,Chen_Zhang_2020
322,pDC,Chen_Zhang_2020_NSCLC-11,12,Chen_Zhang_2020
323,stromal dividing,Chen_Zhang_2020_NSCLC-11,1,Chen_Zhang_2020
324,0,He_Fan_2021_LUAD1,0,He_Fan_2021
325,1,He_Fan_2021_LUAD1,1254,He_Fan_2021
326,10,He_Fan_2021_LUAD1,25,He_Fan_2021
327,11,He_Fan_2021_LUAD1,2,He_Fan_2021
328,12,He_Fan_2021_LUAD1,14,He_Fan_2021
329,13,He_Fan_2021_LUAD1,1,He_Fan_2021
