,cell_type_adjusted,sample,0,dataset
149,Ciliated,Kim_Lee_2020_LUNG_T09,1,Kim_Lee_2020
150,Ciliated,Kim_Lee_2020_LUNG_T18,5,Kim_Lee_2020
151,Ciliated,Kim_Lee_2020_LUNG_T19,2,Kim_Lee_2020
152,Ciliated,Kim_Lee_2020_LUNG_T20,0,Kim_Lee_2020
153,Ciliated,Kim_Lee_2020_LUNG_T25,7,Kim_Lee_2020
154,Ciliated,Kim_Lee_2020_LUNG_T30,31,Kim_Lee_2020
155,Ciliated,Kim_Lee_2020_LUNG_T34,3,Kim_Lee_2020
156,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
157,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
158,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT1C,0,Lambrechts_Thienpont_2018_6149v1
159,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT2A,0,Lambrechts_Thienpont_2018_6149v1
160,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT2B,1,Lambrechts_Thienpont_2018_6149v1
161,Ciliated,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
162,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1295,0,Lambrechts_Thienpont_2018_6149v2
163,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1296,2,Lambrechts_Thienpont_2018_6149v2
164,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1297,1,Lambrechts_Thienpont_2018_6149v2
165,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1298,11,Lambrechts_Thienpont_2018_6149v2
166,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1299,80,Lambrechts_Thienpont_2018_6149v2
167,Ciliated,Lambrechts_Thienpont_2018_6149v2_BT1300,59,Lambrechts_Thienpont_2018_6149v2
168,Ciliated,Lambrechts_Thienpont_2018_6653_BT1375,30,Lambrechts_Thienpont_2018_6653
169,Ciliated,Lambrechts_Thienpont_2018_6653_BT1376,1,Lambrechts_Thienpont_2018_6653
170,Ciliated,Lambrechts_Thienpont_2018_6653_BT1377,2,Lambrechts_Thienpont_2018_6653
171,Ciliated,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,0,Lambrechts_Thienpont_2018_6653
172,Ciliated,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,0,Lambrechts_Thienpont_2018_6653
173,Ciliated,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,0,Lambrechts_Thienpont_2018_6653
174,Ciliated,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
175,Ciliated,Laughney_Massague_2020_GSM3516663,5,Laughney_Massague_2020
176,Ciliated,Laughney_Massague_2020_GSM3516667,14,Laughney_Massague_2020
177,Ciliated,Laughney_Massague_2020_GSM3516669,3,Laughney_Massague_2020
178,Ciliated,Laughney_Massague_2020_GSM3516670,0,Laughney_Massague_2020
179,Ciliated,Laughney_Massague_2020_GSM3516672,4,Laughney_Massague_2020
180,Ciliated,Laughney_Massague_2020_GSM3516674,2,Laughney_Massague_2020
181,Ciliated,Maynard_Bivona_2020_LT_S66,7,Maynard_Bivona_2020
182,Ciliated,UKIM-V-2_P4_tumor_primary,2,UKIM-V-2
183,Ciliated,UKIM-V-2_P5_tumor_primary,9,UKIM-V-2
184,Ciliated,UKIM-V-2_P6_tumor_primary,12,UKIM-V-2
185,Ciliated,UKIM-V-2_P8_tumor_primary,1,UKIM-V-2
186,Ciliated,UKIM-V-2_P9_tumor_primary,0,UKIM-V-2
187,Ciliated,UKIM-V-2_P10_tumor_primary,39,UKIM-V-2
188,Ciliated,UKIM-V-2_P13_tumor_primary,11,UKIM-V-2
189,Ciliated,UKIM-V-2_P14_tumor_primary,25,UKIM-V-2
190,Ciliated,UKIM-V-2_P16_tumor_primary,3,UKIM-V-2
191,Ciliated,UKIM-V-2_P17_tumor_primary,7,UKIM-V-2
192,Ciliated,UKIM-V_P1_tumor_primary,4,UKIM-V
193,Ciliated,UKIM-V_P2_tumor_primary,11,UKIM-V
194,Ciliated,UKIM-V_P3_tumor_primary,15,UKIM-V
195,Ciliated,Zilionis_Klein_2019_p1t1,6,Zilionis_Klein_2019
196,Ciliated,Zilionis_Klein_2019_p1t2,4,Zilionis_Klein_2019
197,Ciliated,Zilionis_Klein_2019_p1t3,3,Zilionis_Klein_2019
198,Ciliated,Zilionis_Klein_2019_p1t4,4,Zilionis_Klein_2019
199,Ciliated,Zilionis_Klein_2019_p4t1,0,Zilionis_Klein_2019
200,Ciliated,Zilionis_Klein_2019_p4t2,0,Zilionis_Klein_2019
201,Ciliated,Zilionis_Klein_2019_p4t3,0,Zilionis_Klein_2019
202,Ciliated,Zilionis_Klein_2019_p6t1,10,Zilionis_Klein_2019
203,Ciliated,Zilionis_Klein_2019_p6t2,7,Zilionis_Klein_2019
204,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-1,3,Chen_Zhang_2020
205,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-2,1,Chen_Zhang_2020
206,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-3,1,Chen_Zhang_2020
207,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-6,10,Chen_Zhang_2020
208,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
209,Club_AT2/1_high,Chen_Zhang_2020_NSCLC-11,4,Chen_Zhang_2020
210,Club_AT2/1_high,He_Fan_2021_LUAD1,5,He_Fan_2021
211,Club_AT2/1_high,He_Fan_2021_LUAD2,3,He_Fan_2021
212,Club_AT2/1_high,He_Fan_2021_LUAD3,53,He_Fan_2021
213,Club_AT2/1_high,He_Fan_2021_LUAD4,6510,He_Fan_2021
214,Club_AT2/1_high,He_Fan_2021_LUAD5,0,He_Fan_2021
215,Club_AT2/1_high,Kim_Lee_2020_LUNG_T06,65,Kim_Lee_2020
216,Club_AT2/1_high,Kim_Lee_2020_LUNG_T08,0,Kim_Lee_2020
217,Club_AT2/1_high,Kim_Lee_2020_LUNG_T09,0,Kim_Lee_2020
218,Club_AT2/1_high,Kim_Lee_2020_LUNG_T18,0,Kim_Lee_2020
219,Club_AT2/1_high,Kim_Lee_2020_LUNG_T19,3,Kim_Lee_2020
220,Club_AT2/1_high,Kim_Lee_2020_LUNG_T20,3,Kim_Lee_2020
221,Club_AT2/1_high,Kim_Lee_2020_LUNG_T25,0,Kim_Lee_2020
222,Club_AT2/1_high,Kim_Lee_2020_LUNG_T30,44,Kim_Lee_2020
223,Club_AT2/1_high,Kim_Lee_2020_LUNG_T34,1599,Kim_Lee_2020
224,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
225,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
226,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT1C,0,Lambrechts_Thienpont_2018_6149v1
227,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT2A,0,Lambrechts_Thienpont_2018_6149v1
228,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT2B,0,Lambrechts_Thienpont_2018_6149v1
229,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
230,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1295,0,Lambrechts_Thienpont_2018_6149v2
231,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1296,0,Lambrechts_Thienpont_2018_6149v2
232,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1297,0,Lambrechts_Thienpont_2018_6149v2
233,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1298,0,Lambrechts_Thienpont_2018_6149v2
234,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1299,1,Lambrechts_Thienpont_2018_6149v2
235,Club_AT2/1_high,Lambrechts_Thienpont_2018_6149v2_BT1300,0,Lambrechts_Thienpont_2018_6149v2
236,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_BT1375,1,Lambrechts_Thienpont_2018_6653
237,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_BT1376,0,Lambrechts_Thienpont_2018_6653
238,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_BT1377,0,Lambrechts_Thienpont_2018_6653
239,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,0,Lambrechts_Thienpont_2018_6653
240,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,4,Lambrechts_Thienpont_2018_6653
241,Club_AT2/1_high,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,3,Lambrechts_Thienpont_2018_6653
242,Club_AT2/1_high,Laughney_Massague_2020_GSM3516662,72,Laughney_Massague_2020
243,Club_AT2/1_high,Laughney_Massague_2020_GSM3516663,57,Laughney_Massague_2020
244,Club_AT2/1_high,Laughney_Massague_2020_GSM3516667,0,Laughney_Massague_2020
245,Club_AT2/1_high,Laughney_Massague_2020_GSM3516669,0,Laughney_Massague_2020
246,Club_AT2/1_high,Laughney_Massague_2020_GSM3516670,0,Laughney_Massague_2020
247,Club_AT2/1_high,Laughney_Massague_2020_GSM3516672,0,Laughney_Massague_2020
248,Club_AT2/1_high,Laughney_Massague_2020_GSM3516674,2,Laughney_Massague_2020
249,Club_AT2/1_high,Maynard_Bivona_2020_LT_S66,35,Maynard_Bivona_2020
250,Club_AT2/1_high,UKIM-V-2_P4_tumor_primary,5,UKIM-V-2
251,Club_AT2/1_high,UKIM-V-2_P5_tumor_primary,0,UKIM-V-2
252,Club_AT2/1_high,UKIM-V-2_P6_tumor_primary,0,UKIM-V-2
253,Club_AT2/1_high,UKIM-V-2_P8_tumor_primary,0,UKIM-V-2
254,Club_AT2/1_high,UKIM-V-2_P9_tumor_primary,0,UKIM-V-2
255,Club_AT2/1_high,UKIM-V-2_P10_tumor_primary,332,UKIM-V-2
256,Club_AT2/1_high,UKIM-V-2_P13_tumor_primary,38,UKIM-V-2
257,Club_AT2/1_high,UKIM-V-2_P14_tumor_primary,29,UKIM-V-2
258,Club_AT2/1_high,UKIM-V-2_P16_tumor_primary,859,UKIM-V-2
259,Club_AT2/1_high,UKIM-V-2_P17_tumor_primary,0,UKIM-V-2
260,Club_AT2/1_high,UKIM-V_P1_tumor_primary,0,UKIM-V
261,Club_AT2/1_high,UKIM-V_P2_tumor_primary,10,UKIM-V
262,Club_AT2/1_high,UKIM-V_P3_tumor_primary,3,UKIM-V
263,Club_AT2/1_high,Zilionis_Klein_2019_p1t1,0,Zilionis_Klein_2019
264,Club_AT2/1_high,Zilionis_Klein_2019_p1t2,0,Zilionis_Klein_2019
265,Club_AT2/1_high,Zilionis_Klein_2019_p1t3,0,Zilionis_Klein_2019
266,Club_AT2/1_high,Zilionis_Klein_2019_p1t4,0,Zilionis_Klein_2019
267,Club_AT2/1_high,Zilionis_Klein_2019_p4t1,0,Zilionis_Klein_2019
268,Club_AT2/1_high,Zilionis_Klein_2019_p4t2,1,Zilionis_Klein_2019
269,Club_AT2/1_high,Zilionis_Klein_2019_p4t3,1,Zilionis_Klein_2019
270,Club_AT2/1_high,Zilionis_Klein_2019_p6t1,73,Zilionis_Klein_2019
271,Club_AT2/1_high,Zilionis_Klein_2019_p6t2,69,Zilionis_Klein_2019
272,DC mature,Chen_Zhang_2020_NSCLC-1,1,Chen_Zhang_2020
273,DC mature,Chen_Zhang_2020_NSCLC-2,4,Chen_Zhang_2020
274,DC mature,Chen_Zhang_2020_NSCLC-3,5,Chen_Zhang_2020
275,DC mature,Chen_Zhang_2020_NSCLC-6,9,Chen_Zhang_2020
276,DC mature,Chen_Zhang_2020_NSCLC-7,6,Chen_Zhang_2020
277,DC mature,Chen_Zhang_2020_NSCLC-11,7,Chen_Zhang_2020
278,DC mature,He_Fan_2021_LUAD1,22,He_Fan_2021
279,DC mature,He_Fan_2021_LUAD2,62,He_Fan_2021
280,DC mature,He_Fan_2021_LUAD3,36,He_Fan_2021
281,DC mature,He_Fan_2021_LUAD4,24,He_Fan_2021
282,DC mature,He_Fan_2021_LUAD5,75,He_Fan_2021
283,DC mature,Kim_Lee_2020_LUNG_T06,9,Kim_Lee_2020
284,DC mature,Kim_Lee_2020_LUNG_T08,11,Kim_Lee_2020
285,DC mature,Kim_Lee_2020_LUNG_T09,13,Kim_Lee_2020
286,DC mature,Kim_Lee_2020_LUNG_T18,6,Kim_Lee_2020
287,DC mature,Kim_Lee_2020_LUNG_T19,22,Kim_Lee_2020
288,DC mature,Kim_Lee_2020_LUNG_T20,15,Kim_Lee_2020
289,DC mature,Kim_Lee_2020_LUNG_T25,11,Kim_Lee_2020
290,DC mature,Kim_Lee_2020_LUNG_T30,19,Kim_Lee_2020
291,DC mature,Kim_Lee_2020_LUNG_T34,3,Kim_Lee_2020
292,DC mature,Lambrechts_Thienpont_2018_6149v1_BT1A,2,Lambrechts_Thienpont_2018_6149v1
293,DC mature,Lambrechts_Thienpont_2018_6149v1_BT1B,2,Lambrechts_Thienpont_2018_6149v1
294,DC mature,Lambrechts_Thienpont_2018_6149v1_BT1C,3,Lambrechts_Thienpont_2018_6149v1
295,DC mature,Lambrechts_Thienpont_2018_6149v1_BT2A,1,Lambrechts_Thienpont_2018_6149v1
296,DC mature,Lambrechts_Thienpont_2018_6149v1_BT2B,2,Lambrechts_Thienpont_2018_6149v1
297,DC mature,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
298,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1295,2,Lambrechts_Thienpont_2018_6149v2
299,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1296,2,Lambrechts_Thienpont_2018_6149v2
300,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1297,1,Lambrechts_Thienpont_2018_6149v2
301,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1298,0,Lambrechts_Thienpont_2018_6149v2
302,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1299,2,Lambrechts_Thienpont_2018_6149v2
303,DC mature,Lambrechts_Thienpont_2018_6149v2_BT1300,1,Lambrechts_Thienpont_2018_6149v2
304,DC mature,Lambrechts_Thienpont_2018_6653_BT1375,0,Lambrechts_Thienpont_2018_6653
305,DC mature,Lambrechts_Thienpont_2018_6653_BT1376,1,Lambrechts_Thienpont_2018_6653
306,DC mature,Lambrechts_Thienpont_2018_6653_BT1377,1,Lambrechts_Thienpont_2018_6653
307,DC mature,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,6,Lambrechts_Thienpont_2018_6653
308,DC mature,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,8,Lambrechts_Thienpont_2018_6653
