,cell_type_adjusted,sample,0,dataset
44,Tumor LUSC_LUAD_mitotic,Chen_Zhang_2020_NSCLC-4,3,Chen_Zhang_2020
45,Tumor LUSC_mitotic,Chen_Zhang_2020_NSCLC-4,1,Chen_Zhang_2020
46,Tumor LUSC_mitotic2,Chen_Zhang_2020_NSCLC-4,0,Chen_Zhang_2020
47,Tumor LUSC_mitotic_LUAD,Chen_Zhang_2020_NSCLC-4,0,Chen_Zhang_2020
48,Tumor NSCLC_mixed,Chen_Zhang_2020_NSCLC-4,0,Chen_Zhang_2020
49,cDC1,Chen_Zhang_2020_NSCLC-4,6,Chen_Zhang_2020
50,cDC2,Chen_Zhang_2020_NSCLC-4,8,Chen_Zhang_2020
51,myeloid dividing,Chen_Zhang_2020_NSCLC-4,1,Chen_Zhang_2020
52,pDC,Chen_Zhang_2020_NSCLC-4,3,Chen_Zhang_2020
53,stromal dividing,Chen_Zhang_2020_NSCLC-4,1,Chen_Zhang_2020
54,AT2,Chen_Zhang_2020_NSCLC-5,9,Chen_Zhang_2020
55,B cell,Chen_Zhang_2020_NSCLC-5,1572,Chen_Zhang_2020
56,B cell dividing,Chen_Zhang_2020_NSCLC-5,42,Chen_Zhang_2020
57,Ciliated,Chen_Zhang_2020_NSCLC-5,4,Chen_Zhang_2020
58,Club/AT2,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
59,DC mature,Chen_Zhang_2020_NSCLC-5,5,Chen_Zhang_2020
60,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
61,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
62,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
63,Endothelial cell venous,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
64,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-5,12,Chen_Zhang_2020
65,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
66,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-5,6,Chen_Zhang_2020
67,Macrophage,Chen_Zhang_2020_NSCLC-5,90,Chen_Zhang_2020
68,Macrophage alveolar,Chen_Zhang_2020_NSCLC-5,15,Chen_Zhang_2020
69,Mast cell,Chen_Zhang_2020_NSCLC-5,16,Chen_Zhang_2020
70,Mesothelial,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
71,Monocyte classical,Chen_Zhang_2020_NSCLC-5,32,Chen_Zhang_2020
72,Monocyte non-classical,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
73,NK cell,Chen_Zhang_2020_NSCLC-5,201,Chen_Zhang_2020
74,NK cell dividing,Chen_Zhang_2020_NSCLC-5,10,Chen_Zhang_2020
75,Neutrophils,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
76,Pericyte,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
77,Plasma cell,Chen_Zhang_2020_NSCLC-5,569,Chen_Zhang_2020
78,Plasma cell dividing,Chen_Zhang_2020_NSCLC-5,7,Chen_Zhang_2020
79,Smooth muscle cell,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
80,T cell CD4,Chen_Zhang_2020_NSCLC-5,1354,Chen_Zhang_2020
81,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-5,34,Chen_Zhang_2020
82,T cell CD8 activated,Chen_Zhang_2020_NSCLC-5,39,Chen_Zhang_2020
83,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-5,57,Chen_Zhang_2020
84,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-5,1516,Chen_Zhang_2020
85,T cell CD8 naive,Chen_Zhang_2020_NSCLC-5,30,Chen_Zhang_2020
86,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-5,881,Chen_Zhang_2020
87,T cell NK-like,Chen_Zhang_2020_NSCLC-5,11,Chen_Zhang_2020
88,T cell regulatory,Chen_Zhang_2020_NSCLC-5,1410,Chen_Zhang_2020
89,Tumor AT2_LUAD,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
90,Tumor EMT_mitotic,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
91,Tumor LUAD,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
92,Tumor LUAD_AT2_Club,Chen_Zhang_2020_NSCLC-5,7,Chen_Zhang_2020
93,Tumor LUAD_mitotic,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
94,Tumor LUAD_mitotic_LUSC,Chen_Zhang_2020_NSCLC-5,155,Chen_Zhang_2020
95,Tumor LUSC,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
96,Tumor LUSC2,Chen_Zhang_2020_NSCLC-5,4,Chen_Zhang_2020
97,Tumor LUSC_LUAD,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
98,Tumor LUSC_LUAD_mitotic,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
99,Tumor LUSC_mitotic,Chen_Zhang_2020_NSCLC-5,9,Chen_Zhang_2020
100,Tumor LUSC_mitotic2,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
101,Tumor LUSC_mitotic_LUAD,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
102,Tumor NSCLC_mixed,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
103,cDC1,Chen_Zhang_2020_NSCLC-5,12,Chen_Zhang_2020
104,cDC2,Chen_Zhang_2020_NSCLC-5,30,Chen_Zhang_2020
105,myeloid dividing,Chen_Zhang_2020_NSCLC-5,2,Chen_Zhang_2020
106,pDC,Chen_Zhang_2020_NSCLC-5,14,Chen_Zhang_2020
107,stromal dividing,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
108,AT2,Chen_Zhang_2020_NSCLC-8,133,Chen_Zhang_2020
109,B cell,Chen_Zhang_2020_NSCLC-8,147,Chen_Zhang_2020
110,B cell dividing,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
111,Ciliated,Chen_Zhang_2020_NSCLC-8,61,Chen_Zhang_2020
112,Club/AT2,Chen_Zhang_2020_NSCLC-8,2022,Chen_Zhang_2020
113,DC mature,Chen_Zhang_2020_NSCLC-8,31,Chen_Zhang_2020
114,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
115,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
116,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-8,4,Chen_Zhang_2020
117,Endothelial cell venous,Chen_Zhang_2020_NSCLC-8,18,Chen_Zhang_2020
118,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
119,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
120,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-8,3,Chen_Zhang_2020
121,Macrophage,Chen_Zhang_2020_NSCLC-8,2117,Chen_Zhang_2020
122,Macrophage alveolar,Chen_Zhang_2020_NSCLC-8,1523,Chen_Zhang_2020
123,Mast cell,Chen_Zhang_2020_NSCLC-8,178,Chen_Zhang_2020
124,Mesothelial,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
125,Monocyte classical,Chen_Zhang_2020_NSCLC-8,247,Chen_Zhang_2020
126,Monocyte non-classical,Chen_Zhang_2020_NSCLC-8,9,Chen_Zhang_2020
127,NK cell,Chen_Zhang_2020_NSCLC-8,621,Chen_Zhang_2020
128,NK cell dividing,Chen_Zhang_2020_NSCLC-8,17,Chen_Zhang_2020
129,Neutrophils,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
130,Pericyte,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
131,Plasma cell,Chen_Zhang_2020_NSCLC-8,17,Chen_Zhang_2020
132,Plasma cell dividing,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
133,Smooth muscle cell,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
134,T cell CD4,Chen_Zhang_2020_NSCLC-8,1085,Chen_Zhang_2020
135,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-8,28,Chen_Zhang_2020
136,T cell CD8 activated,Chen_Zhang_2020_NSCLC-8,19,Chen_Zhang_2020
137,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-8,21,Chen_Zhang_2020
138,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-8,531,Chen_Zhang_2020
139,T cell CD8 naive,Chen_Zhang_2020_NSCLC-8,11,Chen_Zhang_2020
140,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-8,136,Chen_Zhang_2020
141,T cell NK-like,Chen_Zhang_2020_NSCLC-8,63,Chen_Zhang_2020
142,T cell regulatory,Chen_Zhang_2020_NSCLC-8,322,Chen_Zhang_2020
143,Tumor AT2_LUAD,Chen_Zhang_2020_NSCLC-8,856,Chen_Zhang_2020
144,Tumor EMT_mitotic,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
145,Tumor LUAD,Chen_Zhang_2020_NSCLC-8,24,Chen_Zhang_2020
146,Tumor LUAD_AT2_Club,Chen_Zhang_2020_NSCLC-8,10,Chen_Zhang_2020
147,Tumor LUAD_mitotic,Chen_Zhang_2020_NSCLC-8,799,Chen_Zhang_2020
148,Tumor LUAD_mitotic_LUSC,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
149,Tumor LUSC,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
150,Tumor LUSC2,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
151,Tumor LUSC_LUAD,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
152,Tumor LUSC_LUAD_mitotic,Chen_Zhang_2020_NSCLC-8,3,Chen_Zhang_2020
153,Tumor LUSC_mitotic,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
154,Tumor LUSC_mitotic2,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
155,Tumor LUSC_mitotic_LUAD,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
156,Tumor NSCLC_mixed,Chen_Zhang_2020_NSCLC-8,8,Chen_Zhang_2020
157,cDC1,Chen_Zhang_2020_NSCLC-8,15,Chen_Zhang_2020
158,cDC2,Chen_Zhang_2020_NSCLC-8,1128,Chen_Zhang_2020
159,myeloid dividing,Chen_Zhang_2020_NSCLC-8,212,Chen_Zhang_2020
160,pDC,Chen_Zhang_2020_NSCLC-8,6,Chen_Zhang_2020
161,stromal dividing,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
162,AT2,Chen_Zhang_2020_NSCLC-9,42,Chen_Zhang_2020
163,B cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
164,B cell dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
165,Ciliated,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
166,Club/AT2,Chen_Zhang_2020_NSCLC-9,2,Chen_Zhang_2020
167,DC mature,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
168,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
169,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
170,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
171,Endothelial cell venous,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
172,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
173,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
174,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
175,Macrophage,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
176,Macrophage alveolar,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
177,Mast cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
178,Mesothelial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
179,Monocyte classical,Chen_Zhang_2020_NSCLC-9,3,Chen_Zhang_2020
180,Monocyte non-classical,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
181,NK cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
182,NK cell dividing,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
183,Neutrophils,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
184,Pericyte,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
185,Plasma cell,Chen_Zhang_2020_NSCLC-9,46,Chen_Zhang_2020
186,Plasma cell dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
187,Smooth muscle cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
188,T cell CD4,Chen_Zhang_2020_NSCLC-9,16,Chen_Zhang_2020
189,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-9,12,Chen_Zhang_2020
190,T cell CD8 activated,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
191,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
192,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
193,T cell CD8 naive,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
194,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
195,T cell NK-like,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
196,T cell regulatory,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
197,Tumor AT2_LUAD,Chen_Zhang_2020_NSCLC-9,158,Chen_Zhang_2020
198,Tumor EMT_mitotic,Chen_Zhang_2020_NSCLC-9,6424,Chen_Zhang_2020
199,Tumor LUAD,Chen_Zhang_2020_NSCLC-9,497,Chen_Zhang_2020
200,Tumor LUAD_AT2_Club,Chen_Zhang_2020_NSCLC-9,5,Chen_Zhang_2020
201,Tumor LUAD_mitotic,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
202,Tumor LUAD_mitotic_LUSC,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
203,Tumor LUSC,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
204,Tumor LUSC2,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
205,Tumor LUSC_LUAD,Chen_Zhang_2020_NSCLC-9,10,Chen_Zhang_2020
206,Tumor LUSC_LUAD_mitotic,Chen_Zhang_2020_NSCLC-9,142,Chen_Zhang_2020
207,Tumor LUSC_mitotic,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
208,Tumor LUSC_mitotic2,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
209,Tumor LUSC_mitotic_LUAD,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
210,Tumor NSCLC_mixed,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
211,cDC1,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
212,cDC2,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
213,myeloid dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
214,pDC,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
215,stromal dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
216,AT2,Chen_Zhang_2020_NSCLC-10,580,Chen_Zhang_2020
217,B cell,Chen_Zhang_2020_NSCLC-10,1128,Chen_Zhang_2020
218,B cell dividing,Chen_Zhang_2020_NSCLC-10,5,Chen_Zhang_2020
219,Ciliated,Chen_Zhang_2020_NSCLC-10,5,Chen_Zhang_2020
220,Club/AT2,Chen_Zhang_2020_NSCLC-10,57,Chen_Zhang_2020
221,DC mature,Chen_Zhang_2020_NSCLC-10,20,Chen_Zhang_2020
222,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
223,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-10,10,Chen_Zhang_2020
224,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
225,Endothelial cell venous,Chen_Zhang_2020_NSCLC-10,26,Chen_Zhang_2020
226,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
227,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
228,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-10,8,Chen_Zhang_2020
229,Macrophage,Chen_Zhang_2020_NSCLC-10,586,Chen_Zhang_2020
230,Macrophage alveolar,Chen_Zhang_2020_NSCLC-10,134,Chen_Zhang_2020
231,Mast cell,Chen_Zhang_2020_NSCLC-10,166,Chen_Zhang_2020
232,Mesothelial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
233,Monocyte classical,Chen_Zhang_2020_NSCLC-10,146,Chen_Zhang_2020
234,Monocyte non-classical,Chen_Zhang_2020_NSCLC-10,12,Chen_Zhang_2020
235,NK cell,Chen_Zhang_2020_NSCLC-10,407,Chen_Zhang_2020
236,NK cell dividing,Chen_Zhang_2020_NSCLC-10,9,Chen_Zhang_2020
237,Neutrophils,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
238,Pericyte,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
239,Plasma cell,Chen_Zhang_2020_NSCLC-10,855,Chen_Zhang_2020
240,Plasma cell dividing,Chen_Zhang_2020_NSCLC-10,112,Chen_Zhang_2020
241,Smooth muscle cell,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
242,T cell CD4,Chen_Zhang_2020_NSCLC-10,2629,Chen_Zhang_2020
243,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-10,194,Chen_Zhang_2020
244,T cell CD8 activated,Chen_Zhang_2020_NSCLC-10,168,Chen_Zhang_2020
245,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-10,247,Chen_Zhang_2020
246,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-10,3099,Chen_Zhang_2020
247,T cell CD8 naive,Chen_Zhang_2020_NSCLC-10,75,Chen_Zhang_2020
248,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-10,803,Chen_Zhang_2020
249,T cell NK-like,Chen_Zhang_2020_NSCLC-10,188,Chen_Zhang_2020
250,T cell regulatory,Chen_Zhang_2020_NSCLC-10,2064,Chen_Zhang_2020
251,Tumor AT2_LUAD,Chen_Zhang_2020_NSCLC-10,120,Chen_Zhang_2020
252,Tumor EMT_mitotic,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
253,Tumor LUAD,Chen_Zhang_2020_NSCLC-10,10,Chen_Zhang_2020
254,Tumor LUAD_AT2_Club,Chen_Zhang_2020_NSCLC-10,1440,Chen_Zhang_2020
255,Tumor LUAD_mitotic,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
256,Tumor LUAD_mitotic_LUSC,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
257,Tumor LUSC,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
258,Tumor LUSC2,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
259,Tumor LUSC_LUAD,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
260,Tumor LUSC_LUAD_mitotic,Chen_Zhang_2020_NSCLC-10,67,Chen_Zhang_2020
261,Tumor LUSC_mitotic,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
262,Tumor LUSC_mitotic2,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
263,Tumor LUSC_mitotic_LUAD,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
264,Tumor NSCLC_mixed,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
265,cDC1,Chen_Zhang_2020_NSCLC-10,18,Chen_Zhang_2020
266,cDC2,Chen_Zhang_2020_NSCLC-10,228,Chen_Zhang_2020
267,myeloid dividing,Chen_Zhang_2020_NSCLC-10,18,Chen_Zhang_2020
268,pDC,Chen_Zhang_2020_NSCLC-10,29,Chen_Zhang_2020
269,stromal dividing,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
270,AT2,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
271,B cell,Kim_Lee_2020_BRONCHO_58,102,Kim_Lee_2020
272,B cell dividing,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
273,Ciliated,Kim_Lee_2020_BRONCHO_58,9,Kim_Lee_2020
274,Club/AT2,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
275,DC mature,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
276,Endothelial cell arterial,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
277,Endothelial cell capillary,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
278,Endothelial cell lymphatic,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
279,Endothelial cell venous,Kim_Lee_2020_BRONCHO_58,10,Kim_Lee_2020
280,Fibroblast adventitial,Kim_Lee_2020_BRONCHO_58,11,Kim_Lee_2020
281,Fibroblast alveolar,Kim_Lee_2020_BRONCHO_58,6,Kim_Lee_2020
282,Fibroblast peribronchial,Kim_Lee_2020_BRONCHO_58,33,Kim_Lee_2020
283,Macrophage,Kim_Lee_2020_BRONCHO_58,189,Kim_Lee_2020
284,Macrophage alveolar,Kim_Lee_2020_BRONCHO_58,35,Kim_Lee_2020
285,Mast cell,Kim_Lee_2020_BRONCHO_58,51,Kim_Lee_2020
286,Mesothelial,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
287,Monocyte classical,Kim_Lee_2020_BRONCHO_58,97,Kim_Lee_2020
288,Monocyte non-classical,Kim_Lee_2020_BRONCHO_58,2,Kim_Lee_2020
289,NK cell,Kim_Lee_2020_BRONCHO_58,175,Kim_Lee_2020
290,NK cell dividing,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
291,Neutrophils,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
292,Pericyte,Kim_Lee_2020_BRONCHO_58,3,Kim_Lee_2020
293,Plasma cell,Kim_Lee_2020_BRONCHO_58,30,Kim_Lee_2020
294,Plasma cell dividing,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
295,Smooth muscle cell,Kim_Lee_2020_BRONCHO_58,11,Kim_Lee_2020
296,T cell CD4,Kim_Lee_2020_BRONCHO_58,277,Kim_Lee_2020
297,T cell CD4 dividing,Kim_Lee_2020_BRONCHO_58,8,Kim_Lee_2020
298,T cell CD8 activated,Kim_Lee_2020_BRONCHO_58,5,Kim_Lee_2020
299,T cell CD8 dividing,Kim_Lee_2020_BRONCHO_58,14,Kim_Lee_2020
300,T cell CD8 effector memory,Kim_Lee_2020_BRONCHO_58,255,Kim_Lee_2020
301,T cell CD8 naive,Kim_Lee_2020_BRONCHO_58,91,Kim_Lee_2020
302,T cell CD8 terminally exhausted,Kim_Lee_2020_BRONCHO_58,217,Kim_Lee_2020
303,T cell NK-like,Kim_Lee_2020_BRONCHO_58,94,Kim_Lee_2020
304,T cell regulatory,Kim_Lee_2020_BRONCHO_58,321,Kim_Lee_2020
