,cell_type_adjusted,sample,0,dataset
44,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-4,16,Chen_Zhang_2020
45,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-4,632,Chen_Zhang_2020
46,T cell CD8 naive,Chen_Zhang_2020_NSCLC-4,33,Chen_Zhang_2020
47,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-4,110,Chen_Zhang_2020
48,T cell NK-like,Chen_Zhang_2020_NSCLC-4,23,Chen_Zhang_2020
49,T cell regulatory,Chen_Zhang_2020_NSCLC-4,880,Chen_Zhang_2020
50,cDC1,Chen_Zhang_2020_NSCLC-4,6,Chen_Zhang_2020
51,cDC2,Chen_Zhang_2020_NSCLC-4,8,Chen_Zhang_2020
52,myeloid dividing,Chen_Zhang_2020_NSCLC-4,1,Chen_Zhang_2020
53,pDC,Chen_Zhang_2020_NSCLC-4,3,Chen_Zhang_2020
54,stromal dividing,Chen_Zhang_2020_NSCLC-4,1,Chen_Zhang_2020
55,0,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
56,1,Chen_Zhang_2020_NSCLC-5,7,Chen_Zhang_2020
57,10,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
58,11,Chen_Zhang_2020_NSCLC-5,9,Chen_Zhang_2020
59,12,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
60,13,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
61,14,Chen_Zhang_2020_NSCLC-5,4,Chen_Zhang_2020
62,15,Chen_Zhang_2020_NSCLC-5,4,Chen_Zhang_2020
63,16,Chen_Zhang_2020_NSCLC-5,9,Chen_Zhang_2020
64,17,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
65,18,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
66,3,Chen_Zhang_2020_NSCLC-5,3,Chen_Zhang_2020
67,4,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
68,5,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
69,6,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
70,7,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
71,8,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
72,9,Chen_Zhang_2020_NSCLC-5,155,Chen_Zhang_2020
73,B cell,Chen_Zhang_2020_NSCLC-5,1572,Chen_Zhang_2020
74,B cell dividing,Chen_Zhang_2020_NSCLC-5,42,Chen_Zhang_2020
75,DC mature,Chen_Zhang_2020_NSCLC-5,5,Chen_Zhang_2020
76,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
77,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
78,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
79,Endothelial cell venous,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
80,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-5,12,Chen_Zhang_2020
81,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
82,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-5,6,Chen_Zhang_2020
83,Macrophage,Chen_Zhang_2020_NSCLC-5,90,Chen_Zhang_2020
84,Macrophage alveolar,Chen_Zhang_2020_NSCLC-5,15,Chen_Zhang_2020
85,Mast cell,Chen_Zhang_2020_NSCLC-5,16,Chen_Zhang_2020
86,Mesothelial,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
87,Monocyte classical,Chen_Zhang_2020_NSCLC-5,32,Chen_Zhang_2020
88,Monocyte non-classical,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
89,NK cell,Chen_Zhang_2020_NSCLC-5,201,Chen_Zhang_2020
90,NK cell dividing,Chen_Zhang_2020_NSCLC-5,10,Chen_Zhang_2020
91,Neutrophils,Chen_Zhang_2020_NSCLC-5,1,Chen_Zhang_2020
92,Pericyte,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
93,Plasma cell,Chen_Zhang_2020_NSCLC-5,569,Chen_Zhang_2020
94,Plasma cell dividing,Chen_Zhang_2020_NSCLC-5,7,Chen_Zhang_2020
95,Smooth muscle cell,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
96,T cell CD4,Chen_Zhang_2020_NSCLC-5,1354,Chen_Zhang_2020
97,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-5,34,Chen_Zhang_2020
98,T cell CD8 activated,Chen_Zhang_2020_NSCLC-5,39,Chen_Zhang_2020
99,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-5,57,Chen_Zhang_2020
100,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-5,1516,Chen_Zhang_2020
101,T cell CD8 naive,Chen_Zhang_2020_NSCLC-5,30,Chen_Zhang_2020
102,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-5,881,Chen_Zhang_2020
103,T cell NK-like,Chen_Zhang_2020_NSCLC-5,11,Chen_Zhang_2020
104,T cell regulatory,Chen_Zhang_2020_NSCLC-5,1410,Chen_Zhang_2020
105,cDC1,Chen_Zhang_2020_NSCLC-5,12,Chen_Zhang_2020
106,cDC2,Chen_Zhang_2020_NSCLC-5,30,Chen_Zhang_2020
107,myeloid dividing,Chen_Zhang_2020_NSCLC-5,2,Chen_Zhang_2020
108,pDC,Chen_Zhang_2020_NSCLC-5,14,Chen_Zhang_2020
109,stromal dividing,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
110,0,Chen_Zhang_2020_NSCLC-8,3,Chen_Zhang_2020
111,1,Chen_Zhang_2020_NSCLC-8,10,Chen_Zhang_2020
112,10,Chen_Zhang_2020_NSCLC-8,856,Chen_Zhang_2020
113,11,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
114,12,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
115,13,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
116,14,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
117,15,Chen_Zhang_2020_NSCLC-8,61,Chen_Zhang_2020
118,16,Chen_Zhang_2020_NSCLC-8,133,Chen_Zhang_2020
119,17,Chen_Zhang_2020_NSCLC-8,2022,Chen_Zhang_2020
120,18,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
121,3,Chen_Zhang_2020_NSCLC-8,24,Chen_Zhang_2020
122,4,Chen_Zhang_2020_NSCLC-8,8,Chen_Zhang_2020
123,5,Chen_Zhang_2020_NSCLC-8,799,Chen_Zhang_2020
124,6,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
125,7,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
126,8,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
127,9,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
128,B cell,Chen_Zhang_2020_NSCLC-8,147,Chen_Zhang_2020
129,B cell dividing,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
130,DC mature,Chen_Zhang_2020_NSCLC-8,31,Chen_Zhang_2020
131,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
132,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
133,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-8,4,Chen_Zhang_2020
134,Endothelial cell venous,Chen_Zhang_2020_NSCLC-8,18,Chen_Zhang_2020
135,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
136,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
137,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-8,3,Chen_Zhang_2020
138,Macrophage,Chen_Zhang_2020_NSCLC-8,2117,Chen_Zhang_2020
139,Macrophage alveolar,Chen_Zhang_2020_NSCLC-8,1523,Chen_Zhang_2020
140,Mast cell,Chen_Zhang_2020_NSCLC-8,178,Chen_Zhang_2020
141,Mesothelial,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
142,Monocyte classical,Chen_Zhang_2020_NSCLC-8,247,Chen_Zhang_2020
143,Monocyte non-classical,Chen_Zhang_2020_NSCLC-8,9,Chen_Zhang_2020
144,NK cell,Chen_Zhang_2020_NSCLC-8,621,Chen_Zhang_2020
145,NK cell dividing,Chen_Zhang_2020_NSCLC-8,17,Chen_Zhang_2020
146,Neutrophils,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
147,Pericyte,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
148,Plasma cell,Chen_Zhang_2020_NSCLC-8,17,Chen_Zhang_2020
149,Plasma cell dividing,Chen_Zhang_2020_NSCLC-8,1,Chen_Zhang_2020
150,Smooth muscle cell,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
151,T cell CD4,Chen_Zhang_2020_NSCLC-8,1085,Chen_Zhang_2020
152,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-8,28,Chen_Zhang_2020
153,T cell CD8 activated,Chen_Zhang_2020_NSCLC-8,19,Chen_Zhang_2020
154,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-8,21,Chen_Zhang_2020
155,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-8,531,Chen_Zhang_2020
156,T cell CD8 naive,Chen_Zhang_2020_NSCLC-8,11,Chen_Zhang_2020
157,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-8,136,Chen_Zhang_2020
158,T cell NK-like,Chen_Zhang_2020_NSCLC-8,63,Chen_Zhang_2020
159,T cell regulatory,Chen_Zhang_2020_NSCLC-8,322,Chen_Zhang_2020
160,cDC1,Chen_Zhang_2020_NSCLC-8,15,Chen_Zhang_2020
161,cDC2,Chen_Zhang_2020_NSCLC-8,1128,Chen_Zhang_2020
162,myeloid dividing,Chen_Zhang_2020_NSCLC-8,212,Chen_Zhang_2020
163,pDC,Chen_Zhang_2020_NSCLC-8,6,Chen_Zhang_2020
164,stromal dividing,Chen_Zhang_2020_NSCLC-8,0,Chen_Zhang_2020
165,0,Chen_Zhang_2020_NSCLC-9,142,Chen_Zhang_2020
166,1,Chen_Zhang_2020_NSCLC-9,5,Chen_Zhang_2020
167,10,Chen_Zhang_2020_NSCLC-9,158,Chen_Zhang_2020
168,11,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
169,12,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
170,13,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
171,14,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
172,15,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
173,16,Chen_Zhang_2020_NSCLC-9,42,Chen_Zhang_2020
174,17,Chen_Zhang_2020_NSCLC-9,2,Chen_Zhang_2020
175,18,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
176,3,Chen_Zhang_2020_NSCLC-9,497,Chen_Zhang_2020
177,4,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
178,5,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
179,6,Chen_Zhang_2020_NSCLC-9,10,Chen_Zhang_2020
180,7,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
181,8,Chen_Zhang_2020_NSCLC-9,6424,Chen_Zhang_2020
182,9,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
183,B cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
184,B cell dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
185,DC mature,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
186,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
187,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
188,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
189,Endothelial cell venous,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
190,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
191,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
192,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
193,Macrophage,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
194,Macrophage alveolar,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
195,Mast cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
196,Mesothelial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
197,Monocyte classical,Chen_Zhang_2020_NSCLC-9,3,Chen_Zhang_2020
198,Monocyte non-classical,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
199,NK cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
200,NK cell dividing,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
201,Neutrophils,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
202,Pericyte,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
203,Plasma cell,Chen_Zhang_2020_NSCLC-9,46,Chen_Zhang_2020
204,Plasma cell dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
205,Smooth muscle cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
206,T cell CD4,Chen_Zhang_2020_NSCLC-9,16,Chen_Zhang_2020
207,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-9,12,Chen_Zhang_2020
208,T cell CD8 activated,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
209,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
210,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
211,T cell CD8 naive,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
212,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-9,1,Chen_Zhang_2020
213,T cell NK-like,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
214,T cell regulatory,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
215,cDC1,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
216,cDC2,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
217,myeloid dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
218,pDC,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
219,stromal dividing,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
220,0,Chen_Zhang_2020_NSCLC-10,67,Chen_Zhang_2020
221,1,Chen_Zhang_2020_NSCLC-10,1440,Chen_Zhang_2020
222,10,Chen_Zhang_2020_NSCLC-10,120,Chen_Zhang_2020
223,11,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
224,12,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
225,13,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
226,14,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
227,15,Chen_Zhang_2020_NSCLC-10,5,Chen_Zhang_2020
228,16,Chen_Zhang_2020_NSCLC-10,580,Chen_Zhang_2020
229,17,Chen_Zhang_2020_NSCLC-10,57,Chen_Zhang_2020
230,18,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
231,3,Chen_Zhang_2020_NSCLC-10,10,Chen_Zhang_2020
232,4,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
233,5,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
234,6,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
235,7,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
236,8,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
237,9,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
238,B cell,Chen_Zhang_2020_NSCLC-10,1128,Chen_Zhang_2020
239,B cell dividing,Chen_Zhang_2020_NSCLC-10,5,Chen_Zhang_2020
240,DC mature,Chen_Zhang_2020_NSCLC-10,20,Chen_Zhang_2020
241,Endothelial cell arterial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
242,Endothelial cell capillary,Chen_Zhang_2020_NSCLC-10,10,Chen_Zhang_2020
243,Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
244,Endothelial cell venous,Chen_Zhang_2020_NSCLC-10,26,Chen_Zhang_2020
245,Fibroblast adventitial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
246,Fibroblast alveolar,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
247,Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-10,8,Chen_Zhang_2020
248,Macrophage,Chen_Zhang_2020_NSCLC-10,586,Chen_Zhang_2020
249,Macrophage alveolar,Chen_Zhang_2020_NSCLC-10,134,Chen_Zhang_2020
250,Mast cell,Chen_Zhang_2020_NSCLC-10,166,Chen_Zhang_2020
251,Mesothelial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
252,Monocyte classical,Chen_Zhang_2020_NSCLC-10,146,Chen_Zhang_2020
253,Monocyte non-classical,Chen_Zhang_2020_NSCLC-10,12,Chen_Zhang_2020
254,NK cell,Chen_Zhang_2020_NSCLC-10,407,Chen_Zhang_2020
255,NK cell dividing,Chen_Zhang_2020_NSCLC-10,9,Chen_Zhang_2020
256,Neutrophils,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
257,Pericyte,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
258,Plasma cell,Chen_Zhang_2020_NSCLC-10,855,Chen_Zhang_2020
259,Plasma cell dividing,Chen_Zhang_2020_NSCLC-10,112,Chen_Zhang_2020
260,Smooth muscle cell,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
261,T cell CD4,Chen_Zhang_2020_NSCLC-10,2629,Chen_Zhang_2020
262,T cell CD4 dividing,Chen_Zhang_2020_NSCLC-10,194,Chen_Zhang_2020
263,T cell CD8 activated,Chen_Zhang_2020_NSCLC-10,168,Chen_Zhang_2020
264,T cell CD8 dividing,Chen_Zhang_2020_NSCLC-10,247,Chen_Zhang_2020
265,T cell CD8 effector memory,Chen_Zhang_2020_NSCLC-10,3099,Chen_Zhang_2020
266,T cell CD8 naive,Chen_Zhang_2020_NSCLC-10,75,Chen_Zhang_2020
267,T cell CD8 terminally exhausted,Chen_Zhang_2020_NSCLC-10,803,Chen_Zhang_2020
268,T cell NK-like,Chen_Zhang_2020_NSCLC-10,188,Chen_Zhang_2020
269,T cell regulatory,Chen_Zhang_2020_NSCLC-10,2064,Chen_Zhang_2020
270,cDC1,Chen_Zhang_2020_NSCLC-10,18,Chen_Zhang_2020
271,cDC2,Chen_Zhang_2020_NSCLC-10,228,Chen_Zhang_2020
272,myeloid dividing,Chen_Zhang_2020_NSCLC-10,18,Chen_Zhang_2020
273,pDC,Chen_Zhang_2020_NSCLC-10,29,Chen_Zhang_2020
274,stromal dividing,Chen_Zhang_2020_NSCLC-10,3,Chen_Zhang_2020
275,0,Kim_Lee_2020_BRONCHO_58,21,Kim_Lee_2020
276,1,Kim_Lee_2020_BRONCHO_58,7,Kim_Lee_2020
277,10,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
278,11,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
279,12,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
280,13,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
281,14,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
282,15,Kim_Lee_2020_BRONCHO_58,9,Kim_Lee_2020
283,16,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
284,17,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
285,18,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
286,3,Kim_Lee_2020_BRONCHO_58,302,Kim_Lee_2020
287,4,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
288,5,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
289,6,Kim_Lee_2020_BRONCHO_58,11,Kim_Lee_2020
290,7,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
291,8,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
292,9,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
293,B cell,Kim_Lee_2020_BRONCHO_58,102,Kim_Lee_2020
294,B cell dividing,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
295,DC mature,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
296,Endothelial cell arterial,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
297,Endothelial cell capillary,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
298,Endothelial cell lymphatic,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
299,Endothelial cell venous,Kim_Lee_2020_BRONCHO_58,10,Kim_Lee_2020
300,Fibroblast adventitial,Kim_Lee_2020_BRONCHO_58,11,Kim_Lee_2020
301,Fibroblast alveolar,Kim_Lee_2020_BRONCHO_58,6,Kim_Lee_2020
302,Fibroblast peribronchial,Kim_Lee_2020_BRONCHO_58,33,Kim_Lee_2020
303,Macrophage,Kim_Lee_2020_BRONCHO_58,189,Kim_Lee_2020
304,Macrophage alveolar,Kim_Lee_2020_BRONCHO_58,35,Kim_Lee_2020
305,Mast cell,Kim_Lee_2020_BRONCHO_58,51,Kim_Lee_2020
306,Mesothelial,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
307,Monocyte classical,Kim_Lee_2020_BRONCHO_58,97,Kim_Lee_2020
308,Monocyte non-classical,Kim_Lee_2020_BRONCHO_58,2,Kim_Lee_2020
309,NK cell,Kim_Lee_2020_BRONCHO_58,175,Kim_Lee_2020
310,NK cell dividing,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
311,Neutrophils,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
312,Pericyte,Kim_Lee_2020_BRONCHO_58,3,Kim_Lee_2020
313,Plasma cell,Kim_Lee_2020_BRONCHO_58,30,Kim_Lee_2020
314,Plasma cell dividing,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
315,Smooth muscle cell,Kim_Lee_2020_BRONCHO_58,11,Kim_Lee_2020
316,T cell CD4,Kim_Lee_2020_BRONCHO_58,277,Kim_Lee_2020
317,T cell CD4 dividing,Kim_Lee_2020_BRONCHO_58,8,Kim_Lee_2020
318,T cell CD8 activated,Kim_Lee_2020_BRONCHO_58,5,Kim_Lee_2020
319,T cell CD8 dividing,Kim_Lee_2020_BRONCHO_58,14,Kim_Lee_2020
320,T cell CD8 effector memory,Kim_Lee_2020_BRONCHO_58,255,Kim_Lee_2020
321,T cell CD8 naive,Kim_Lee_2020_BRONCHO_58,91,Kim_Lee_2020
322,T cell CD8 terminally exhausted,Kim_Lee_2020_BRONCHO_58,217,Kim_Lee_2020
323,T cell NK-like,Kim_Lee_2020_BRONCHO_58,94,Kim_Lee_2020
324,T cell regulatory,Kim_Lee_2020_BRONCHO_58,321,Kim_Lee_2020
325,cDC1,Kim_Lee_2020_BRONCHO_58,5,Kim_Lee_2020
326,cDC2,Kim_Lee_2020_BRONCHO_58,42,Kim_Lee_2020
327,myeloid dividing,Kim_Lee_2020_BRONCHO_58,26,Kim_Lee_2020
328,pDC,Kim_Lee_2020_BRONCHO_58,3,Kim_Lee_2020
329,stromal dividing,Kim_Lee_2020_BRONCHO_58,1,Kim_Lee_2020
