	Chen_Zhang_2020_NSCLC-1	Chen_Zhang_2020_NSCLC-11	Chen_Zhang_2020_NSCLC-2	Chen_Zhang_2020_NSCLC-3	Chen_Zhang_2020_NSCLC-6	Chen_Zhang_2020_NSCLC-7	He_Fan_2021_LUAD1	He_Fan_2021_LUAD2	He_Fan_2021_LUAD3	He_Fan_2021_LUAD4	He_Fan_2021_LUAD5	Kim_Lee_2020_LUNG_T06	Kim_Lee_2020_LUNG_T08	Kim_Lee_2020_LUNG_T09	Kim_Lee_2020_LUNG_T18	Kim_Lee_2020_LUNG_T19	Kim_Lee_2020_LUNG_T20	Kim_Lee_2020_LUNG_T25	Kim_Lee_2020_LUNG_T30	Kim_Lee_2020_LUNG_T34	Lambrechts_Thienpont_2018_6149v1_BT1249	Lambrechts_Thienpont_2018_6149v1_BT1A	Lambrechts_Thienpont_2018_6149v1_BT1B	Lambrechts_Thienpont_2018_6149v1_BT1C	Lambrechts_Thienpont_2018_6149v1_BT2A	Lambrechts_Thienpont_2018_6149v1_BT2B	Lambrechts_Thienpont_2018_6149v2_BT1295	Lambrechts_Thienpont_2018_6149v2_BT1296	Lambrechts_Thienpont_2018_6149v2_BT1297	Lambrechts_Thienpont_2018_6149v2_BT1298	Lambrechts_Thienpont_2018_6149v2_BT1299	Lambrechts_Thienpont_2018_6149v2_BT1300	Lambrechts_Thienpont_2018_6653_BT1375	Lambrechts_Thienpont_2018_6653_BT1376	Lambrechts_Thienpont_2018_6653_BT1377	Lambrechts_Thienpont_2018_6653_scrBT1425_hg19	Lambrechts_Thienpont_2018_6653_scrBT1426_hg19	Lambrechts_Thienpont_2018_6653_scrBT1427_hg19	Laughney_Massague_2020_GSM3516662	Laughney_Massague_2020_GSM3516663	Laughney_Massague_2020_GSM3516667	Laughney_Massague_2020_GSM3516669	Laughney_Massague_2020_GSM3516670	Laughney_Massague_2020_GSM3516672	Laughney_Massague_2020_GSM3516674	Maynard_Bivona_2020_LT_S66	P001	P002	P003	P004	P005	P006	P007	P008	P009	P010	P011	P012	P013	P014	P015	P016	P017	P018	P019	P020	P021	P022	P023	P024	P025	P026	P027	P028	P029	P030	P031	P032	P033	P034	P035	P036	P037	P038	P039	P040	P041	P042	P043	P15_T2	P16_T2	P17_T2	P17_T3	P18_T2	P19_T2	P21_T1	P21_T2	P22_T1	P24_T1	P8_T2	UKIM-V-2_P10_tumor_primary	UKIM-V-2_P13_tumor_primary	UKIM-V-2_P14_tumor_primary	UKIM-V-2_P16_tumor_primary	UKIM-V-2_P17_tumor_primary	UKIM-V-2_P4_tumor_primary	UKIM-V-2_P5_tumor_primary	UKIM-V-2_P6_tumor_primary	UKIM-V-2_P8_tumor_primary	UKIM-V-2_P9_tumor_primary	UKIM-V_P1_tumor_primary	UKIM-V_P2_tumor_primary	UKIM-V_P3_tumor_primary	Zilionis_Klein_2019_p1t1	Zilionis_Klein_2019_p1t2	Zilionis_Klein_2019_p1t3	Zilionis_Klein_2019_p1t4	Zilionis_Klein_2019_p4t1	Zilionis_Klein_2019_p4t2	Zilionis_Klein_2019_p4t3	Zilionis_Klein_2019_p6t1	Zilionis_Klein_2019_p6t2
5	0.0	26.0	0.0	0.0	11.0	5.0	9.0	2.0	8.0	3.0	8.0	3.0	0.0	0.0	32.0	4.0	30.0	2.0	0.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	30.0	82.0	7.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	2.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0	3.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0	3.0	2.0	3.0	7.0	9.0	0.0	0.0	0.0	848.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	15.0	0.0	8.0	7.0	993.0	10.0	2.0	8.0	66.0	16.0	23.0	5.0	0.0	182.0	279.0	10.0	5.0	2.0	0.0	0.0	2186.0	24.0	5.0	2.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	9.0	32.0	5.0	2.0	4.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0
6	0.0	52.0	6.0	3.0	84.0	3.0	500.0	48.0	13.0	8.0	2.0	2.0	0.0	0.0	629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	15.0	13.0	5.0	3.0	19.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	7.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	5.0	0.0	8.0	2.0	8.0	0.0	6.0	0.0	120.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	27.0	8.0	0.0	4.0	17.0	10.0	0.0	4.0	0.0	31.0	127.0	7.0	2.0	9.0	0.0	3.0	10437.0	275.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	5.0	0.0	4.0	0.0	148.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	3.0	0.0	4.0	22.0	0.0	13.0	11.0	168.0	54.0	91.0	4.0	0.0	2.0	3.0	4.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	75.0	31.0	25.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	16.0	0.0	0.0	2.0	0.0	14.0	0.0	169.0	6.0	0.0	5.0	17.0	3.0	6.0	0.0	26.0	8.0	42.0	5.0	6.0	63.0	5.0	8.0	3.0	0.0	13.0	2.0	3.0	3.0	15.0	12.0	9.0	7.0	4.0	3.0	23.0	0.0	2.0	7.0	52.0	0.0	19.0	89.0	6.0	0.0	3.0	12.0	13.0	7.0	42.0	0.0	14.0	9.0	26.0	20.0	96.0	14.0	122.0	54.0	60.0	24.0	2.0	8.0	8.0	4.0	0.0	2.0	11.0	0.0	0.0	0.0	6.0	11.0	4.0	3.0	0.0	3.0	0.0	0.0	0.0	7.0	5.0
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	2.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	740.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	2.0	5.0	0.0	0.0	2.0	3.0	0.0	4.0	70.0	158.0	0.0	10.0	5.0	36.0	113.0	15.0	401.0	8.0	0.0	0.0	10.0	3.0	21.0	5.0	0.0	19.0	0.0	0.0	5.0	21.0	31.0	25.0	196.0	26.0	115.0	2.0	556.0	18.0	1549.0	10.0	573.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	21.0	3.0	0.0	2.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B cell	771.0	246.0	552.0	774.0	119.0	1841.0	89.0	237.0	44.0	22.0	324.0	455.0	702.0	80.0	237.0	361.0	48.0	1299.0	51.0	19.0	0.0	4.0	4.0	24.0	16.0	127.0	80.0	163.0	125.0	195.0	610.0	232.0	248.0	88.0	69.0	34.0	31.0	30.0	0.0	79.0	688.0	18.0	20.0	600.0	11.0	9.0	255.0	116.0	1079.0	66.0	52.0	194.0	284.0	661.0	27.0	187.0	25.0	144.0	181.0	9.0	231.0	300.0	116.0	314.0	33.0	601.0	879.0	512.0	1308.0	121.0	417.0	193.0	142.0	344.0	13.0	672.0	843.0	265.0	92.0	232.0	61.0	324.0	32.0	440.0	131.0	394.0	204.0	302.0	375.0	1627.0	671.0	1014.0	1174.0	5357.0	5193.0	8.0	50.0	7.0	1147.0	7321.0	350.0	28.0	610.0	103.0	266.0	69.0	236.0	66.0	4.0	138.0	82.0	93.0	132.0	69.0	60.0	37.0	48.0	43.0	29.0	33.0	314.0	272.0
B cell dividing	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	2.0	0.0	3.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	37.0	238.0	189.0	0.0	0.0	0.0	0.0	506.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
DC mature	0.0	7.0	4.0	5.0	9.0	6.0	22.0	62.0	36.0	24.0	75.0	9.0	11.0	13.0	6.0	22.0	15.0	11.0	19.0	3.0	0.0	2.0	2.0	3.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	8.0	16.0	0.0	6.0	4.0	0.0	0.0	7.0	0.0	8.0	8.0	61.0	57.0	13.0	52.0	40.0	20.0	24.0	9.0	42.0	23.0	42.0	41.0	16.0	108.0	37.0	42.0	16.0	11.0	8.0	25.0	82.0	35.0	66.0	23.0	66.0	42.0	34.0	17.0	138.0	22.0	21.0	76.0	38.0	61.0	18.0	10.0	33.0	41.0	14.0	32.0	18.0	49.0	0.0	0.0	62.0	55.0	49.0	50.0	13.0	4.0	2.0	53.0	79.0	19.0	5.0	7.0	4.0	2.0	4.0	5.0	2.0	0.0	2.0	0.0	5.0	0.0	5.0	4.0	2.0	0.0	0.0	5.0	2.0	4.0	2.0
Endothelial cell arterial	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	2.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	2.0	5.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Endothelial cell capillary	80.0	0.0	0.0	0.0	63.0	0.0	6.0	5.0	6.0	7.0	3.0	9.0	0.0	0.0	0.0	20.0	0.0	7.0	24.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	24.0	0.0	0.0	8.0	0.0	0.0	0.0	13.0	22.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	6.0	7.0	0.0	0.0	0.0	0.0	4.0	2.0	27.0	2.0	2.0	3.0	3.0	5.0	2.0	0.0	2.0	0.0	0.0	10.0	2.0	2.0	36.0	0.0	0.0	9.0	2.0	8.0	0.0	0.0	3.0	18.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0
Endothelial cell lymphatic	0.0	4.0	6.0	0.0	7.0	15.0	7.0	2.0	40.0	21.0	4.0	2.0	3.0	0.0	3.0	7.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	5.0	5.0	0.0	0.0	5.0	10.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	3.0	3.0	0.0	0.0	3.0	3.0	0.0	16.0	0.0	6.0	2.0	13.0	7.0	4.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	4.0	10.0	6.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	9.0	9.0	0.0	11.0	6.0	2.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	3.0	5.0	2.0	9.0	0.0	0.0	21.0	0.0	18.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Endothelial cell venous	90.0	150.0	50.0	29.0	125.0	34.0	67.0	34.0	68.0	86.0	50.0	33.0	6.0	24.0	13.0	107.0	2.0	15.0	73.0	14.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	7.0	28.0	44.0	153.0	46.0	3.0	2.0	6.0	23.0	29.0	25.0	4.0	0.0	2.0	15.0	0.0	40.0	0.0	50.0	10.0	51.0	31.0	9.0	7.0	11.0	9.0	261.0	30.0	126.0	17.0	92.0	53.0	109.0	40.0	30.0	6.0	28.0	3.0	11.0	150.0	14.0	74.0	182.0	6.0	0.0	16.0	64.0	73.0	13.0	20.0	28.0	100.0	191.0	108.0	118.0	9.0	14.0	10.0	9.0	39.0	15.0	98.0	0.0	0.0	7.0	4.0	57.0	0.0	2.0	0.0	5.0	179.0	45.0	24.0	9.0	17.0	2.0	2.0	0.0	2.0	12.0	0.0	11.0	0.0	7.0	9.0	9.0	11.0	4.0	3.0	2.0	3.0	2.0	26.0	19.0
Fibroblast adventitial	0.0	2.0	39.0	18.0	5.0	5.0	8.0	4.0	10.0	11.0	2.0	17.0	32.0	0.0	13.0	3.0	0.0	2.0	2.0	4.0	18.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	10.0	42.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	13.0	0.0	9.0	2.0	2.0	0.0	0.0	4.0	4.0	0.0	9.0	0.0	0.0	0.0	5.0	12.0	5.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	2.0	13.0	16.0	2.0	0.0	2.0	5.0	2.0	0.0	3.0	9.0	9.0	18.0	0.0	5.0	3.0	3.0	0.0	2.0	0.0	9.0	2.0	0.0	0.0	4.0	0.0	12.0	0.0	0.0	0.0	3.0	0.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0
Fibroblast alveolar	6.0	13.0	141.0	13.0	12.0	0.0	44.0	8.0	23.0	28.0	7.0	284.0	117.0	0.0	18.0	54.0	0.0	11.0	48.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	20.0	20.0	27.0	0.0	3.0	2.0	4.0	9.0	5.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	26.0	5.0	21.0	5.0	5.0	0.0	4.0	17.0	131.0	0.0	54.0	2.0	53.0	55.0	110.0	8.0	7.0	2.0	58.0	0.0	2.0	39.0	0.0	101.0	40.0	0.0	0.0	26.0	9.0	21.0	0.0	3.0	84.0	31.0	117.0	4.0	47.0	5.0	31.0	0.0	12.0	10.0	16.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0
Fibroblast peribronchial	0.0	69.0	27.0	14.0	21.0	98.0	190.0	61.0	12.0	3.0	48.0	45.0	3.0	4.0	87.0	17.0	11.0	6.0	6.0	2.0	11.0	0.0	0.0	2.0	10.0	43.0	5.0	7.0	0.0	53.0	20.0	33.0	0.0	2.0	0.0	19.0	13.0	20.0	0.0	0.0	5.0	5.0	2.0	48.0	0.0	16.0	0.0	93.0	12.0	2.0	0.0	0.0	6.0	41.0	0.0	13.0	0.0	91.0	35.0	137.0	2.0	2.0	9.0	64.0	0.0	13.0	12.0	2.0	46.0	223.0	0.0	0.0	10.0	5.0	27.0	0.0	58.0	63.0	80.0	19.0	36.0	89.0	16.0	63.0	21.0	16.0	87.0	11.0	100.0	0.0	0.0	33.0	39.0	548.0	23.0	0.0	0.0	0.0	34.0	83.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	8.0	0.0	2.0	0.0	18.0	7.0	52.0	41.0	20.0	26.0	0.0	0.0	0.0	9.0	9.0
Macrophage	27.0	131.0	358.0	71.0	2487.0	2471.0	4259.0	2375.0	490.0	844.0	618.0	213.0	129.0	907.0	597.0	330.0	424.0	244.0	173.0	132.0	15.0	42.0	60.0	106.0	92.0	206.0	129.0	313.0	112.0	93.0	131.0	198.0	40.0	69.0	23.0	539.0	681.0	652.0	39.0	128.0	22.0	79.0	47.0	204.0	37.0	52.0	98.0	477.0	87.0	70.0	178.0	446.0	106.0	67.0	835.0	404.0	296.0	599.0	600.0	270.0	105.0	138.0	498.0	233.0	927.0	166.0	181.0	358.0	239.0	724.0	126.0	818.0	124.0	245.0	110.0	1186.0	64.0	284.0	537.0	352.0	298.0	343.0	162.0	940.0	2680.0	291.0	2273.0	297.0	692.0	108.0	7.0	2341.0	2499.0	3879.0	2253.0	330.0	87.0	7.0	2098.0	534.0	398.0	283.0	272.0	524.0	80.0	302.0	234.0	924.0	9.0	104.0	11.0	415.0	733.0	212.0	185.0	112.0	131.0	66.0	77.0	87.0	174.0	137.0
Macrophage alveolar	2.0	3204.0	14.0	7.0	2488.0	284.0	1312.0	226.0	338.0	499.0	11.0	11.0	0.0	19.0	19.0	279.0	95.0	64.0	371.0	73.0	3.0	7.0	4.0	9.0	0.0	41.0	3.0	21.0	18.0	2.0	5.0	11.0	0.0	5.0	3.0	48.0	121.0	355.0	0.0	11.0	0.0	2.0	0.0	0.0	5.0	7.0	97.0	1377.0	147.0	561.0	2093.0	437.0	44.0	125.0	6200.0	289.0	3811.0	1107.0	125.0	964.0	2915.0	357.0	699.0	72.0	374.0	33.0	101.0	245.0	61.0	176.0	186.0	1431.0	76.0	108.0	1493.0	366.0	6.0	53.0	49.0	526.0	113.0	110.0	40.0	184.0	45.0	36.0	192.0	61.0	282.0	9.0	0.0	561.0	525.0	312.0	110.0	1742.0	79.0	2.0	1599.0	14809.0	594.0	408.0	291.0	213.0	10.0	4.0	160.0	85.0	10.0	22.0	3.0	94.0	201.0	97.0	116.0	48.0	57.0	11.0	21.0	24.0	70.0	30.0
Mast cell	10.0	780.0	78.0	47.0	201.0	3.0	189.0	172.0	46.0	54.0	41.0	86.0	87.0	51.0	80.0	366.0	77.0	172.0	453.0	38.0	2.0	0.0	2.0	7.0	11.0	66.0	7.0	10.0	6.0	17.0	27.0	70.0	60.0	55.0	10.0	37.0	69.0	103.0	6.0	0.0	98.0	13.0	0.0	25.0	2.0	111.0	213.0	721.0	126.0	233.0	160.0	211.0	734.0	760.0	37.0	698.0	186.0	192.0	715.0	716.0	193.0	202.0	119.0	158.0	28.0	89.0	463.0	432.0	370.0	120.0	34.0	78.0	338.0	425.0	898.0	106.0	173.0	435.0	70.0	387.0	681.0	199.0	14.0	361.0	65.0	333.0	132.0	166.0	136.0	48.0	8.0	303.0	336.0	172.0	106.0	0.0	0.0	7.0	34.0	64.0	80.0	155.0	77.0	57.0	63.0	16.0	15.0	52.0	7.0	74.0	3.0	53.0	23.0	39.0	36.0	19.0	23.0	13.0	7.0	12.0	19.0	20.0
Mesothelial	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monocyte classical	14.0	356.0	23.0	35.0	731.0	990.0	61.0	118.0	62.0	124.0	54.0	34.0	9.0	120.0	75.0	151.0	40.0	105.0	84.0	21.0	3.0	8.0	8.0	17.0	14.0	12.0	58.0	153.0	64.0	15.0	40.0	30.0	8.0	12.0	10.0	105.0	148.0	136.0	2.0	75.0	17.0	49.0	5.0	50.0	2.0	40.0	149.0	792.0	318.0	195.0	229.0	644.0	275.0	159.0	216.0	588.0	502.0	472.0	954.0	486.0	248.0	328.0	437.0	234.0	2390.0	107.0	364.0	393.0	220.0	579.0	278.0	1498.0	421.0	366.0	384.0	649.0	90.0	173.0	242.0	789.0	423.0	317.0	85.0	444.0	388.0	155.0	1064.0	206.0	435.0	627.0	11.0	764.0	798.0	1675.0	1093.0	11.0	23.0	106.0	3257.0	914.0	208.0	85.0	100.0	42.0	84.0	28.0	44.0	313.0	12.0	65.0	11.0	108.0	103.0	184.0	183.0	65.0	81.0	9.0	18.0	22.0	38.0	41.0
Monocyte non-classical	0.0	0.0	0.0	0.0	13.0	14.0	0.0	0.0	10.0	3.0	0.0	2.0	0.0	10.0	3.0	16.0	2.0	5.0	17.0	2.0	0.0	0.0	0.0	3.0	8.0	9.0	6.0	10.0	7.0	4.0	29.0	5.0	0.0	0.0	0.0	25.0	41.0	32.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0	3.0	9.0	29.0	18.0	0.0	7.0	8.0	0.0	0.0	0.0	26.0	14.0	3.0	2.0	3.0	7.0	23.0	0.0	10.0	0.0	2.0	11.0	7.0	4.0	50.0	14.0	4.0	9.0	0.0	0.0	23.0	9.0	17.0	10.0	2.0	6.0	13.0	3.0	11.0	2.0	2.0	4.0	4.0	4.0	12.0	0.0	22.0	25.0	79.0	44.0	2.0	5.0	81.0	22.0	47.0	85.0	27.0	32.0	18.0	3.0	0.0	7.0	19.0	2.0	14.0	2.0	0.0	57.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
NK cell	48.0	229.0	46.0	70.0	462.0	335.0	140.0	251.0	78.0	44.0	154.0	46.0	37.0	125.0	30.0	191.0	85.0	87.0	153.0	59.0	9.0	12.0	10.0	23.0	45.0	60.0	32.0	55.0	58.0	35.0	135.0	61.0	75.0	41.0	10.0	115.0	140.0	132.0	0.0	98.0	51.0	2.0	22.0	49.0	0.0	11.0	357.0	122.0	363.0	551.0	186.0	243.0	148.0	281.0	53.0	441.0	813.0	226.0	198.0	201.0	352.0	407.0	585.0	437.0	265.0	112.0	614.0	515.0	262.0	1103.0	234.0	513.0	292.0	193.0	311.0	578.0	390.0	745.0	895.0	110.0	63.0	440.0	149.0	242.0	196.0	207.0	274.0	272.0	165.0	248.0	245.0	724.0	874.0	517.0	367.0	0.0	61.0	317.0	933.0	634.0	491.0	320.0	198.0	156.0	21.0	40.0	158.0	115.0	18.0	299.0	50.0	66.0	325.0	24.0	32.0	24.0	24.0	19.0	8.0	16.0	17.0	13.0
NK cell dividing	0.0	2.0	0.0	0.0	0.0	13.0	2.0	33.0	2.0	0.0	4.0	0.0	0.0	5.0	3.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	5.0	0.0	6.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	3.0	2.0	2.0	0.0	5.0	2.0	6.0	0.0	2.0	0.0	6.0	2.0	3.0	6.0	14.0	0.0	6.0	4.0	3.0	15.0	0.0	3.0	0.0	3.0	2.0	6.0	4.0	15.0	19.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	10.0	5.0	3.0	3.0	0.0	65.0	81.0	26.0	18.0	0.0	2.0	2.0	56.0	51.0	6.0	4.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	0.0	346.0	0.0	0.0	2.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	49.0	29.0	330.0	154.0	30.0	303.0	55.0	3.0	0.0	0.0	352.0	26.0	123.0	3.0	91.0	308.0	0.0	31.0	11.0	23.0	136.0	3.0	0.0	146.0	104.0	67.0	449.0	45.0	5.0	156.0	13.0	188.0	2.0	189.0	9.0	1138.0	0.0	224.0	39.0	85.0	43.0	45.0	18.0	3.0	4.0	62.0	65.0	10.0	7.0	0.0	0.0	0.0	69.0	0.0	225.0	369.0	202.0	108.0	1547.0	2.0	15.0	2197.0	483.0	529.0	22.0	2579.0	166.0	39.0	57.0	96.0	71.0	3.0	0.0	3.0	15.0	5.0
