	BD_immune01	BD_immune02	BD_immune03	BD_immune04	BD_immune05	BD_immune06	BD_immune07	BD_immune08	BD_immune09	BD_immune10	BD_immune11	BD_immune12	BD_immune13	BD_immune14	BD_immune15	Chen_Zhang_2020_NSCLC-10	Chen_Zhang_2020_NSCLC-4	Chen_Zhang_2020_NSCLC-5	Chen_Zhang_2020_NSCLC-8	Chen_Zhang_2020_NSCLC-9	Kim_Lee_2020_BRONCHO_58	Kim_Lee_2020_EBUS_06	Kim_Lee_2020_EBUS_28	Kim_Lee_2020_EBUS_49	Kim_Lee_2020_LUNG_T28	Kim_Lee_2020_LUNG_T31	Lambrechts_Thienpont_2018_6149v2_BT1290	Lambrechts_Thienpont_2018_6149v2_BT1291	Lambrechts_Thienpont_2018_6149v2_BT1292	Lambrechts_Thienpont_2018_6653_scrBT1430m	Lambrechts_Thienpont_2018_6653_scrBT1431m	Lambrechts_Thienpont_2018_6653_scrBT1432m	Laughney_Massague_2020_GSM3516665	Maynard_Bivona_2020_LT_S01	Maynard_Bivona_2020_LT_S11	Maynard_Bivona_2020_LT_S42	Maynard_Bivona_2020_LT_S52	Maynard_Bivona_2020_LT_S56	Maynard_Bivona_2020_LT_S57	Maynard_Bivona_2020_LT_S58	Maynard_Bivona_2020_LT_S67	Maynard_Bivona_2020_LT_S71	Maynard_Bivona_2020_LT_S74	Maynard_Bivona_2020_LT_S79	Maynard_Bivona_2020_LT_S82	P044	P045	P046	P047	P048	P049	P20_T2	P23_T1	UKIM-V-2_P11_tumor_primary	UKIM-V-2_P12_tumor_primary	UKIM-V-2_P15_tumor_primary	UKIM-V-2_P7_tumor_primary	Wu_Zhou_2021_GSM4453576	Wu_Zhou_2021_GSM4453577	Wu_Zhou_2021_GSM4453578	Wu_Zhou_2021_GSM4453579	Wu_Zhou_2021_GSM4453580	Wu_Zhou_2021_GSM4453581	Wu_Zhou_2021_GSM4453582	Wu_Zhou_2021_GSM4453583	Wu_Zhou_2021_GSM4453584	Wu_Zhou_2021_GSM4453585	Wu_Zhou_2021_GSM4453586	Wu_Zhou_2021_GSM4453587	Wu_Zhou_2021_GSM4453588	Wu_Zhou_2021_GSM4453589	Wu_Zhou_2021_GSM4453590	Wu_Zhou_2021_GSM4453591	Wu_Zhou_2021_GSM4453592	Wu_Zhou_2021_GSM4453593	Wu_Zhou_2021_GSM4453594	Wu_Zhou_2021_GSM4453595	Wu_Zhou_2021_GSM4453596	Wu_Zhou_2021_GSM4453597	Wu_Zhou_2021_GSM4453598	Wu_Zhou_2021_GSM4453599	Wu_Zhou_2021_GSM4453600	Wu_Zhou_2021_GSM4453601	Wu_Zhou_2021_GSM4453602	Wu_Zhou_2021_GSM4453603	Wu_Zhou_2021_GSM4453604	Wu_Zhou_2021_GSM4453605	Wu_Zhou_2021_GSM4453606	Wu_Zhou_2021_GSM4453607	Wu_Zhou_2021_GSM4453608	Wu_Zhou_2021_GSM4453609	Wu_Zhou_2021_GSM4453610	Wu_Zhou_2021_GSM4453611	Wu_Zhou_2021_GSM4453612	Wu_Zhou_2021_GSM4453613	Wu_Zhou_2021_GSM4453614	Wu_Zhou_2021_GSM4453615	Wu_Zhou_2021_GSM4453616	Wu_Zhou_2021_GSM4453617	Zilionis_Klein_2019_p2t1	Zilionis_Klein_2019_p2t2	Zilionis_Klein_2019_p3t1	Zilionis_Klein_2019_p3t2	Zilionis_Klein_2019_p3t3	Zilionis_Klein_2019_p5t1	Zilionis_Klein_2019_p5t2	Zilionis_Klein_2019_p7t1	Zilionis_Klein_2019_p7t2	p019t	p030t	p033t
Endothelial cell venous	2.5649493574615367	1.0986122886681096	1.6094379124341003	1.791759469228055	1.3862943611198906	1.791759469228055	4.584967478670571	3.4339872044851463	0.0	1.3862943611198906	1.791759469228055	0.0	1.0986122886681096	2.995732273553991	1.9459101490553132	3.295836866004329	0.0	0.0	2.9444389791664403	0.0	2.3978952727983707	1.0986122886681096	1.3862943611198906	0.0	2.5649493574615367	4.2626798770413155	4.770684624465664	4.709530201312334	1.9459101490553132	1.0986122886681096	3.1354942159291497	0.0	3.6375861597263857	0.0	1.0986122886681096	0.0	0.0	0.0	2.8903717578961645	2.3025850929940455	0.0	4.143134726391533	2.6390573296152584	4.07753744390572	2.3025850929940455	3.1354942159291497	4.51085950651685	4.07753744390572	3.6635616461296463	2.833213344056216	2.833213344056216	2.5649493574615367	3.8066624897703196	0.0	1.3862943611198906	2.5649493574615367	0.0	4.672828834461906	1.0986122886681096	2.3025850929940455	3.8712010109078907	2.772588722239781	2.70805020110221	1.791759469228055	1.0986122886681096	5.41610040220442	3.4965075614664802	2.3025850929940455	2.6390573296152584	1.0986122886681096	3.2580965380214817	3.1354942159291497	2.0794415416798357	1.6094379124341003	5.2832037287379885	2.0794415416798357	0.0	1.791759469228055	0.0	2.0794415416798357	0.0	4.3694478524670215	0.0	0.0	2.3978952727983707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906	0.0	2.70805020110221	0.0	0.0	0.0	3.526360524616161	3.2188758248682006	3.6375861597263857	2.995732273553991	3.4011973816621555	2.833213344056216	2.8903717578961645	2.70805020110221	3.4011973816621555	2.9444389791664403
Fibroblast adventitial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3978952727983707	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.3862943611198906	0.0	0.0	2.5649493574615367	0.0	0.0	2.4849066497880004	0.0	1.0986122886681096	0.0	1.791759469228055	5.497168225293201	1.0986122886681096	1.9459101490553132	0.0	0.0	1.0986122886681096	0.0	2.197224577336219	0.0	0.0	0.0	2.0794415416798357	0.0	3.9318256327243257	0.0	1.0986122886681096	3.7135720667043075	0.0	0.0	0.0	2.3025850929940455	1.6094379124341003	3.4965075614664802	3.4657359027997265	0.0	3.0910424533583156	2.8903717578961645	0.0	0.0	0.0	1.3862943611198906	1.0986122886681096	0.0	0.0	0.0	1.0986122886681096	0.0	2.6390573296152584	0.0	0.0	1.3862943611198906	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0794415416798357	0.0	1.3862943611198906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906	1.6094379124341003	1.6094379124341003	0.0	0.0	1.3862943611198906	0.0	0.0	2.3978952727983707	1.3862943611198906	2.4849066497880004
Fibroblast alveolar	0.0	0.0	0.0	0.0	0.0	0.0	2.4849066497880004	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	2.3978952727983707	1.6094379124341003	1.3862943611198906	0.0	0.0	0.0	0.0	1.9459101490553132	0.0	1.3862943611198906	0.0	1.6094379124341003	3.828641396489095	4.127134385045092	3.6109179126442243	0.0	0.0	1.0986122886681096	0.0	1.9459101490553132	1.0986122886681096	1.3862943611198906	0.0	1.6094379124341003	0.0	4.7535901911063645	0.0	0.0	4.0943445622221	0.0	2.3025850929940455	1.0986122886681096	0.0	0.0	2.197224577336219	2.3025850929940455	0.0	3.4339872044851463	1.0986122886681096	1.3862943611198906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906	1.791759469228055	3.295836866004329	0.0	1.0986122886681096	0.0	1.3862943611198906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3025850929940455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8903717578961645	2.3978952727983707	2.3025850929940455	0.0	1.6094379124341003	0.0	1.0986122886681096	3.4011973816621555	2.0794415416798357	1.0986122886681096
Fibroblast peribronchial	2.5649493574615367	0.0	2.3025850929940455	3.2580965380214817	2.70805020110221	1.0986122886681096	5.075173815233827	5.926926025970411	2.8903717578961645	3.9318256327243257	0.0	0.0	1.6094379124341003	1.0986122886681096	1.3862943611198906	2.197224577336219	2.4849066497880004	1.9459101490553132	1.3862943611198906	0.0	3.526360524616161	0.0	0.0	0.0	3.044522437723423	4.143134726391533	4.04305126783455	4.356708826689592	2.4849066497880004	1.6094379124341003	0.0	1.9459101490553132	5.247024072160486	1.9459101490553132	0.0	0.0	1.3862943611198906	0.0	3.044522437723423	1.0986122886681096	0.0	3.737669618283368	2.3978952727983707	1.0986122886681096	3.295836866004329	4.110873864173311	3.5553480614894135	4.859812404361672	6.278521424165844	3.8501476017100584	4.23410650459726	4.343805421853684	2.197224577336219	1.0986122886681096	2.4849066497880004	3.332204510175204	0.0	4.700480365792416	0.0	2.70805020110221	6.731018100482083	1.791759469228055	3.332204510175204	3.1780538303479453	1.6094379124341003	5.730099782973574	6.023447592961032	3.526360524616161	2.6390573296152584	2.4849066497880004	3.295836866004329	1.791759469228055	2.4849066497880004	2.3978952727983707	4.6443908991413725	0.0	0.0	0.0	3.332204510175204	4.919980925828125	1.3862943611198906	4.74493212836325	2.197224577336219	0.0	4.23410650459726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906	1.6094379124341003	0.0	0.0	0.0	4.969813299576001	0.0	0.0	1.0986122886681096	2.6390573296152584	2.8903717578961645	2.5649493574615367	2.3978952727983707	2.70805020110221	2.3025850929940455	1.9459101490553132	2.197224577336219	3.6375861597263857	3.332204510175204
Macrophage	6.658011045870748	3.4965075614664802	5.998936561946683	6.553933404025811	5.093750200806762	6.161207321695076	6.904750769961838	5.686975356339819	6.559615237493242	6.7912214627261855	5.337538079701318	6.421622267806518	7.8928255262511176	4.564348191467836	7.8156105320351905	6.375024819828096	3.784189633918261	4.51085950651685	7.658227526161352	0.0	5.247024072160486	4.820281565605037	3.784189633918261	3.7135720667043075	6.317164686747284	5.214935757608986	6.251903883165888	5.627621113690637	5.8998973535824915	4.418840607796597	4.174387269895637	3.4965075614664802	5.673323267171492	1.9459101490553132	1.3862943611198906	0.0	4.0943445622221	0.0	4.1588830833596715	4.110873864173311	1.6094379124341003	3.5553480614894135	3.6635616461296463	3.4965075614664802	4.605170185988091	6.4457198193855785	7.044032897274684	5.579729825986222	6.161207321695076	5.497168225293201	5.303304908059076	5.746203190540153	9.285818833152089	6.2166061010848646	5.375278407684164	5.82600010738045	4.859812404361672	6.376726947898627	2.197224577336219	3.4011973816621555	6.912742820493176	5.673323267171492	4.969813299576001	5.60947179518496	5.6131281063880705	4.990432586778736	5.099866427824198	4.859812404361672	3.7612001156935624	5.153291594497778	4.736198448394496	3.912023005428146	4.2484952420493585	1.9459101490553132	5.707110264748875	2.0794415416798357	2.3025850929940455	3.526360524616161	4.2626798770413155	4.6443908991413725	3.6109179126442243	3.0910424533583156	2.197224577336219	3.7135720667043075	6.410174881966167	4.1588830833596715	4.897839799950911	2.995732273553991	3.4965075614664802	3.2188758248682006	5.313205979041787	3.828641396489095	3.1354942159291497	6.946975992135418	5.996452088619021	5.47646355193151	2.197224577336219	4.762173934797756	4.007333185232471	2.3025850929940455	2.3025850929940455	4.0943445622221	4.382026634673881	4.454347296253507	4.897839799950911	4.941642422609304	5.697093486505405	5.91350300563827	5.272999558563747	5.0238805208462765	5.568344503761097
Macrophage alveolar	0.0	2.3025850929940455	3.9318256327243257	5.955837369464831	1.0986122886681096	5.141663556502659	4.787491742782046	3.295836866004329	2.0794415416798357	2.6390573296152584	6.350885716714739	2.0794415416798357	1.0986122886681096	4.9344739331306915	6.88653164253051	4.90527477843843	1.9459101490553132	2.772588722239781	7.329093736246591	0.0	3.58351893845611	1.6094379124341003	1.791759469228055	1.6094379124341003	4.6913478822291435	3.7135720667043075	3.58351893845611	3.1354942159291497	3.6635616461296463	0.0	2.197224577336219	1.0986122886681096	4.61512051684126	0.0	0.0	0.0	0.0	0.0	2.197224577336219	1.3862943611198906	1.0986122886681096	0.0	0.0	1.0986122886681096	2.3025850929940455	3.4657359027997265	4.553876891600541	3.6888794541139363	3.6375861597263857	4.2484952420493585	3.2188758248682006	3.0910424533583156	9.047821442478407	2.8903717578961645	2.6390573296152584	2.3978952727983707	5.634789603169249	2.0794415416798357	0.0	1.0986122886681096	2.6390573296152584	2.772588722239781	3.295836866004329	2.3025850929940455	3.044522437723423	1.9459101490553132	2.0794415416798357	2.0794415416798357	2.197224577336219	2.833213344056216	0.0	4.07753744390572	3.4339872044851463	1.3862943611198906	3.784189633918261	0.0	0.0	1.6094379124341003	2.4849066497880004	2.772588722239781	2.197224577336219	2.4849066497880004	0.0	2.6390573296152584	3.9318256327243257	1.0986122886681096	0.0	0.0	1.3862943611198906	0.0	1.9459101490553132	2.3025850929940455	1.9459101490553132	3.988984046564274	3.295836866004329	3.8712010109078907	0.0	1.6094379124341003	1.791759469228055	0.0	1.791759469228055	3.58351893845611	3.2188758248682006	3.4657359027997265	4.543294782270004	4.204692619390966	5.318119993844216	5.308267697401204	2.995732273553991	2.6390573296152584	4.060443010546419
Mast cell	3.8066624897703196	2.0794415416798357	4.23410650459726	4.110873864173311	2.197224577336219	4.454347296253507	4.976733742420574	5.198497031265825	2.6390573296152584	3.332204510175204	3.3672958299864737	4.2626798770413155	2.5649493574615367	4.007333185232471	3.951243718581427	5.1179938124167546	2.995732273553991	2.833213344056216	5.187385805840755	0.0	3.951243718581427	0.0	3.58351893845611	1.0986122886681096	5.003946305945459	4.6443908991413725	4.1588830833596715	3.9318256327243257	3.4339872044851463	3.2188758248682006	3.737669618283368	1.3862943611198906	5.198497031265825	1.3862943611198906	1.9459101490553132	0.0	3.0910424533583156	1.791759469228055	4.1588830833596715	3.9702919135521215	0.0	4.31748811353631	2.5649493574615367	3.7612001156935624	3.3672958299864737	6.056784013228624	5.572154032177765	6.077642243349034	4.969813299576001	4.927253685157204	6.107022887742254	2.197224577336219	3.5553480614894135	2.772588722239781	2.995732273553991	3.295836866004329	2.3978952727983707	2.3978952727983707	2.0794415416798357	1.0986122886681096	2.9444389791664403	0.0	0.0	4.343805421853684	4.31748811353631	2.3978952727983707	1.3862943611198906	0.0	3.737669618283368	2.6390573296152584	2.6390573296152584	0.0	0.0	0.0	0.0	2.0794415416798357	0.0	0.0	2.3978952727983707	2.995732273553991	3.4657359027997265	0.0	2.197224577336219	1.791759469228055	4.499809670330265	0.0	0.0	0.0	2.0794415416798357	1.0986122886681096	0.0	4.04305126783455	0.0	2.995732273553991	3.3672958299864737	2.833213344056216	3.951243718581427	1.0986122886681096	1.791759469228055	1.0986122886681096	1.6094379124341003	3.784189633918261	4.07753744390572	3.951243718581427	2.197224577336219	2.5649493574615367	4.290459441148391	4.276666119016055	3.1780538303479453	3.8918202981106265	4.927253685157204
Mesothelial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	2.3025850929940455	1.791759469228055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70805020110221	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906
Monocyte classical	5.356586274672012	3.988984046564274	4.31748811353631	4.836281906951478	4.110873864173311	4.927253685157204	6.380122536899765	5.135798437050261	5.1298987149230735	5.579729825986222	4.584967478670571	5.043425116919247	6.638567789166521	4.59511985013459	4.997212273764115	4.990432586778736	1.791759469228055	3.4965075614664802	5.513428746164982	1.3862943611198906	4.584967478670571	5.225746673713201	3.295836866004329	5.2094861528414205	4.543294782270004	3.4657359027997265	4.59511985013459	4.442651256490317	4.762173934797756	3.784189633918261	3.4011973816621555	1.791759469228055	3.4965075614664802	0.0	0.0	0.0	2.3978952727983707	2.6390573296152584	4.219507705176107	5.231108616854587	1.6094379124341003	3.332204510175204	3.332204510175204	3.332204510175204	3.784189633918261	6.040254711277414	5.662960480135946	4.700480365792416	4.836281906951478	5.402677381872279	4.672828834461906	5.75890177387728	7.705262474866325	4.31748811353631	4.007333185232471	4.828313737302301	4.174387269895637	3.5553480614894135	0.0	2.8903717578961645	4.0943445622221	4.700480365792416	4.875197323201151	5.225746673713201	3.2188758248682006	2.6390573296152584	3.6109179126442243	3.8918202981106265	2.9444389791664403	3.5553480614894135	1.9459101490553132	4.941642422609304	3.1354942159291497	0.0	3.828641396489095	3.7612001156935624	0.0	1.0986122886681096	2.833213344056216	2.9444389791664403	2.197224577336219	2.6390573296152584	1.3862943611198906	3.6635616461296463	4.553876891600541	2.70805020110221	1.791759469228055	1.3862943611198906	1.9459101490553132	0.0	4.962844630259907	1.9459101490553132	4.007333185232471	4.709530201312334	5.2832037287379885	3.6375861597263857	4.2626798770413155	1.6094379124341003	3.295836866004329	2.6390573296152584	1.9459101490553132	4.394449154672438	4.304065093204169	4.442651256490317	4.2484952420493585	4.025351690735149	5.384495062789089	5.493061443340548	3.7612001156935624	4.007333185232471	4.820281565605037
Monocyte non-classical	1.6094379124341003	2.0794415416798357	2.0794415416798357	3.3672958299864737	0.0	3.6375861597263857	0.0	0.0	1.9459101490553132	0.0	3.1780538303479453	1.791759469228055	1.791759469228055	3.4011973816621555	3.295836866004329	2.5649493574615367	0.0	0.0	2.3025850929940455	0.0	1.0986122886681096	2.3978952727983707	0.0	2.70805020110221	1.3862943611198906	0.0	2.3025850929940455	2.3978952727983707	1.9459101490553132	0.0	0.0	0.0	1.9459101490553132	0.0	0.0	0.0	0.0	0.0	0.0	1.791759469228055	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.791759469228055	0.0	0.0	1.0986122886681096	2.0794415416798357	0.0	3.4339872044851463	1.3862943611198906	1.791759469228055	3.4965075614664802	2.70805020110221	0.0	0.0	0.0	0.0	0.0	0.0	2.0794415416798357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.791759469228055	2.8903717578961645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0
NK cell	4.941642422609304	3.988984046564274	4.418840607796597	5.755742213586912	3.6888794541139363	5.762051382780177	4.290459441148391	4.304065093204169	3.6109179126442243	4.605170185988091	5.645446897643238	4.727387818712341	4.2626798770413155	5.247024072160486	5.918893854273146	6.0112671744041615	5.342334251964811	5.308267697401204	6.432940092739179	0.0	5.170483995038151	4.844187086458591	3.4339872044851463	5.8805329864007	4.74493212836325	5.529429087511423	4.48863636973214	4.574710978503383	3.8918202981106265	4.6443908991413725	3.951243718581427	3.6888794541139363	4.007333185232471	0.0	0.0	1.791759469228055	0.0	1.0986122886681096	2.995732273553991	1.6094379124341003	0.0	1.791759469228055	3.3672958299864737	0.0	2.70805020110221	6.338594078203183	4.762173934797756	4.584967478670571	5.455321115357701	5.75890177387728	6.013715156042801	2.772588722239781	5.572154032177765	6.102558594613568	6.618738983517219	4.394449154672438	5.902633333401366	0.0	0.0	0.0	1.3862943611198906	0.0	1.791759469228055	3.58351893845611	0.0	1.0986122886681096	0.0	1.791759469228055	2.3978952727983707	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	2.0794415416798357	0.0	0.0	3.4657359027997265	0.0	1.0986122886681096	0.0	1.6094379124341003	1.6094379124341003	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.6094379124341003	3.295836866004329	1.0986122886681096	3.6635616461296463	0.0	2.197224577336219	0.0	1.0986122886681096	3.6635616461296463	3.784189633918261	3.7135720667043075	0.0	1.6094379124341003	2.8903717578961645	2.833213344056216	3.7612001156935624	4.867534450455582	4.543294782270004
NK cell dividing	2.0794415416798357	1.0986122886681096	1.3862943611198906	1.3862943611198906	2.3025850929940455	2.0794415416798357	1.6094379124341003	1.0986122886681096	0.0	1.9459101490553132	1.3862943611198906	2.6390573296152584	0.0	1.791759469228055	2.8903717578961645	2.3025850929940455	0.0	2.3978952727983707	2.8903717578961645	0.0	0.0	1.0986122886681096	0.0	2.197224577336219	0.0	2.197224577336219	0.0	1.3862943611198906	0.0	1.6094379124341003	0.0	1.6094379124341003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0794415416798357	0.0	0.0	1.0986122886681096	1.0986122886681096	0.0	4.700480365792416	1.3862943611198906	0.0	2.5649493574615367	2.0794415416798357	1.0986122886681096	3.2188758248682006	0.0	1.6094379124341003	2.70805020110221	0.0	1.3862943611198906	1.0986122886681096	0.0	0.0	1.0986122886681096	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	1.791759469228055	2.197224577336219	0.0
Neutrophils	7.603399339740669	5.42934562895444	4.9126548857360515	6.350885716714739	4.394449154672438	6.2766434893416445	1.3862943611198906	5.220355825078324	4.143134726391533	6.255750041753367	5.749392985908253	7.555905093611346	7.382124365737512	5.141663556502659	7.3158835045097845	1.3862943611198906	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.6094379124341003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5649493574615367	4.110873864173311	4.51085950651685	0.0	3.332204510175204	1.0986122886681096	0.0	0.0	2.6390573296152584	5.081404364984463	6.040254711277414	3.1354942159291497	1.6094379124341003	6.415096959171595	3.737669618283368	1.6094379124341003	0.0	4.110873864173311	3.3672958299864737	4.6443908991413725	5.181783550292085	0.0	0.0	0.0	2.3978952727983707	0.0	2.197224577336219	1.9459101490553132	1.6094379124341003	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	2.0794415416798357	0.0	0.0	0.0	4.304065093204169	0.0	0.0	3.4011973816621555	0.0	2.0794415416798357	0.0	4.59511985013459	4.77912349311153	0.0	0.0	0.0	0.0	0.0	0.0	3.4657359027997265	0.0	3.988984046564274	6.381816017406098	0.0	1.0986122886681096	4.430816798843313	0.0	2.995732273553991	2.0794415416798357	2.0794415416798357	4.9344739331306915	5.099866427824198	4.812184355372417	0.0	1.3862943611198906	5.8944028342648505	5.438079308923196	0.0	1.0986122886681096	3.8712010109078907
Pericyte	2.3025850929940455	0.0	1.0986122886681096	1.0986122886681096	0.0	0.0	4.007333185232471	3.4965075614664802	0.0	1.6094379124341003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906	0.0	0.0	0.0	1.791759469228055	2.0794415416798357	3.6109179126442243	3.951243718581427	2.5649493574615367	1.6094379124341003	1.791759469228055	0.0	3.0910424533583156	0.0	0.0	0.0	2.197224577336219	0.0	3.2188758248682006	0.0	0.0	3.2580965380214817	4.5217885770490405	1.6094379124341003	3.044522437723423	3.295836866004329	2.3025850929940455	3.7612001156935624	4.31748811353631	2.833213344056216	2.3978952727983707	0.0	1.0986122886681096	0.0	2.0794415416798357	0.0	0.0	4.007333185232471	0.0	1.9459101490553132	5.2832037287379885	0.0	1.9459101490553132	2.197224577336219	0.0	3.912023005428146	3.6109179126442243	1.3862943611198906	1.3862943611198906	1.791759469228055	1.0986122886681096	0.0	1.3862943611198906	3.0910424533583156	4.804021044733257	0.0	0.0	2.3025850929940455	1.3862943611198906	1.0986122886681096	0.0	2.995732273553991	0.0	0.0	1.791759469228055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	4.204692619390966	0.0	0.0	0.0	0.0	1.0986122886681096	1.0986122886681096	0.0	2.197224577336219	0.0	1.9459101490553132	0.0	2.6390573296152584	1.6094379124341003
Plasma cell	5.47646355193151	3.7135720667043075	6.946975992135418	4.867534450455582	5.575949103146316	1.6094379124341003	4.0943445622221	6.55250788703459	4.828313737302301	5.468060141135131	2.0794415416798357	5.332718793265369	3.784189633918261	4.406719247264253	2.8903717578961645	6.752270376141742	5.480638923341991	6.345636360828595	2.8903717578961645	3.8501476017100584	3.4339872044851463	1.3862943611198906	0.0	2.3978952727983707	5.537334267018537	5.529429087511423	3.332204510175204	4.2484952420493585	2.5649493574615367	4.574710978503383	4.330733340286331	4.356708826689592	2.3978952727983707	0.0	2.3978952727983707	0.0	3.7135720667043075	0.0	3.295836866004329	3.912023005428146	0.0	4.672828834461906	5.135798437050261	4.2626798770413155	3.2580965380214817	6.543911845564792	4.804021044733257	6.698268054115412	6.727431724850855	5.327876168789581	7.295735072749282	6.4754327167040895	3.6635616461296463	5.407171771460119	6.016157159698353	4.59511985013459	1.0986122886681096	5.093750200806762	0.0	1.791759469228055	5.7430031878094825	4.2484952420493585	3.8066624897703196	6.338594078203183	4.290459441148391	4.890349128221754	4.356708826689592	3.2188758248682006	3.9318256327243257	4.454347296253507	4.465908118654584	3.3672958299864737	1.3862943611198906	2.70805020110221	2.833213344056216	1.0986122886681096	2.197224577336219	4.3694478524670215	0.0	4.59511985013459	3.9702919135521215	0.0	1.9459101490553132	1.3862943611198906	4.543294782270004	0.0	0.0	2.4849066497880004	1.9459101490553132	0.0	3.1780538303479453	1.0986122886681096	1.3862943611198906	3.2188758248682006	1.791759469228055	5.049856007249537	3.2580965380214817	1.9459101490553132	4.025351690735149	3.2580965380214817	3.332204510175204	4.276666119016055	4.189654742026425	4.51085950651685	4.394449154672438	4.532599493153255	4.394449154672438	4.543294782270004	3.1354942159291497	4.605170185988091	6.159095388491933
Plasma cell dividing	0.0	0.0	2.995732273553991	1.0986122886681096	1.6094379124341003	0.0	0.0	0.0	1.6094379124341003	1.0986122886681096	0.0	2.197224577336219	0.0	0.0	0.0	4.727387818712341	0.0	2.0794415416798357	0.0	0.0	0.0	1.3862943611198906	0.0	0.0	2.3025850929940455	0.0	1.0986122886681096	0.0	0.0	0.0	1.3862943611198906	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	1.0986122886681096	0.0	0.0	3.526360524616161	0.0	1.9459101490553132	2.3978952727983707	1.9459101490553132	2.197224577336219	3.1354942159291497	0.0	1.791759469228055	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	1.6094379124341003	0.0	0.0	1.791759469228055	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6094379124341003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	2.70805020110221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0
